address_string,n,coords,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"W 31 STREET and SOUTHWEST TRAFFICWAY, KANSAS CITY, MO, 64106",4,,39.069272,-94.534482,0.37,intersection,,"E 31st St S","Kansas City",MO,"Jackson County",64128,US,"TIGER/Line® dataset from the US Census Bureau"
"W 33 STREET and BROADWAY BOULEVARD, KANSAS CITY, MO, 64128",4,,39.067538,-94.590158,0.51,intersection,,"Broadway St","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 33 STREET and SOUTHWEST TRAFFICWAY, KANSAS CITY, MO, 64109",4,,0,0,0,,,,,,,,,
"W 33 STREET and SOUTHWEST TRAFFICWAY, KANSAS CITY, MO, 64110",4,,0,0,0,,,,,,,,,
"W 34 STREET and BROADWAY BOULEVARD, KANSAS CITY, MO, 64111",4,,39.065718,-94.590258,0.8,intersection,,"Broadway St","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 35 STREET and SOUTHWEST TRAFFICWAY, KANSAS CITY, MO, 64111",4,,39.083753,-94.59295,0.3,intersection,,"I- 35","Kansas City",MO,"Jackson County",64108,US,"TIGER/Line® dataset from the US Census Bureau"
"W 38 STREET and ROANOKE ROAD, KANSAS CITY, MO, 64110",4,,39.058875,-94.604948,0.53,intersection,,"W 38th St","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 39 STREET and BROADWAY BOULEVARD, KANSAS CITY, MO, 64109",4,,39.056743,-94.590768,0.7,intersection,,"Broadway St","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 39 STREET and BROADWAY BOULEVARD, KANSAS CITY, MO, 64132",4,,39.056743,-94.590768,0.7,intersection,,"Broadway St","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 39 STREET and MAIN STREET, KANSAS CITY, MO, 64110",4,,39.056576,-94.586104,0.7,intersection,,"E 39th St S","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 39 STREET and SOUTHWEST TRAFFICWAY, KANSAS CITY, MO,",4,,39.056576,-94.586104,0.04,intersection,,"E 39th St","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 39 STREET and SOUTHWEST TRAFFICWAY, KANSAS CITY, MO, 64109",4,,0,0,0,,,,,,,,,
"W 39 STREET and SUMMIT STREET, KANSAS CITY, MO, 64111",4,,39.049068,-94.38855,0.7,intersection,,"E 39th St S",Independence,MO,"Jackson County",64055,US,"TIGER/Line® dataset from the US Census Bureau"
"W 4 STREET and MAIN STREET, KANSAS CITY, MO, 64105",4,,38.910596,-94.376567,0.7,intersection,,"SE 4th St","Lee's Summit",MO,"Jackson County",64063,US,"TIGER/Line® dataset from the US Census Bureau"
"W 40 STREET and BROADWAY, KANSAS CITY, MO, 64111",4,,39.10694,-94.585518,0.5,intersection,,"Us Hwy 40","Kansas City",MO,"Jackson County",64105,US,"TIGER/Line® dataset from the US Census Bureau"
"W 40 STREET and PENNSYLVANIA AVENUE, KANSAS CITY, MO, 64129",4,,39.054169,-94.586246,0.27,intersection,,"E 40th St","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 40 TERRACE and PENNSYLVANIA AVENUE, KANSAS CITY, MO, 64108",4,,39.054169,-94.586246,0.27,intersection,,"E 40th St","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 40 TERRACE and PENNSYLVANIA AVENUE, KANSAS CITY, MO, 64130",4,,39.054169,-94.586246,0.27,intersection,,"E 40th St","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 42 STREET and PENNSYLVANIA AVENUE, KANSAS CITY, MO, 64112",4,,39.051206,-94.590161,0.9,intersection,,"Pennsylvania Ave","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 42 TERRACE and WORNALL ROAD, KANSAS CITY, MO, 64111",4,,39.050084,-94.590555,1,intersection,,"W 42nd Ter","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 44 STREET and WORNALL ROAD, KANSAS CITY, MO, 64111",4,,39.047826,-94.592123,0.81,intersection,,"W 44th St","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 44 TERRACE and SUMMIT STREET, KANSAS CITY, MO, 64111",4,,39.048026,-94.586591,0.04,intersection,,"E 44th St","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"W 44 TERRACE and TERRACE STREET, KANSAS CITY, MO, 64111",4,,39.047153,-94.570094,0.7,intersection,,"E 44th St","Kansas City",MO,"Jackson County",64110,US,"TIGER/Line® dataset from the US Census Bureau"
"W 47 STREET and BELLEVIEW AVENUE, KANSAS CITY, MO, 64110",4,,39.042536,-94.598526,0.9,intersection,,"Belleview Ave","Kansas City",MO,"Jackson County",64112,US,"TIGER/Line® dataset from the US Census Bureau"
"W 47 STREET and BELLEVIEW AVENUE, KANSAS CITY, MO, 64111",4,,39.042536,-94.598526,0.9,intersection,,"Belleview Ave","Kansas City",MO,"Jackson County",64112,US,"TIGER/Line® dataset from the US Census Bureau"
"W 47 STREET and J C NICHOLS PARKWAY, KANSAS CITY, MO, 64130",4,,39.042148,-94.588036,0.9,intersection,,"J C Nichols Pkwy","Kansas City",MO,"Jackson County",64112,US,"TIGER/Line® dataset from the US Census Bureau"
"W 47 STREET and JEFFERSON STREET, KANSAS CITY, MO, 64111",4,,39.042333,-94.594654,0.9,intersection,,"Jefferson St","Kansas City",MO,"Jackson County",64112,US,"TIGER/Line® dataset from the US Census Bureau"
"W 48 STREET and MAIN STREET, KANSAS CITY, MO, 64111",4,,39.040405,-94.585133,0.51,intersection,,"E 48th St","Kansas City",MO,"Jackson County",64112,US,"TIGER/Line® dataset from the US Census Bureau"
"W 48 STREET and WARD PK N, KANSAS CITY, MO, 64112",4,,39.039367,-94.588196,0.73,intersection,,"W 48th St","Kansas City",MO,"Jackson County",64112,US,"TIGER/Line® dataset from the US Census Bureau"
"W 5 STREET and BROADWAY, KANSAS CITY, MO, 64105",4,,39.107622,-94.588155,0.79,intersection,,"W 5th St","Kansas City",MO,"Jackson County",64105,US,"TIGER/Line® dataset from the US Census Bureau"
"W 7 STREET and BALTIMORE AVENUE, KANSAS CITY, MO, 64106",4,,39.105568,-94.584218,0.9,intersection,,"Baltimore Ave","Kansas City",MO,"Jackson County",64105,US,"TIGER/Line® dataset from the US Census Bureau"
"W 74 STREET and BROADWAY, KANSAS CITY, MO, 64129",4,,38.995047,-94.593629,0.81,intersection,,Broadway,"Kansas City",MO,"Jackson County",64114,US,"TIGER/Line® dataset from the US Census Bureau"
"W 8 STREET and WYANDOTTE STREET, KANSAS CITY, MO, 64106",4,,39.104571,-94.585366,0.9,intersection,,"W 8th St","Kansas City",MO,"Jackson County",64105,US,"TIGER/Line® dataset from the US Census Bureau"
"W 83 TERRACE and WORNALL ROAD, KANSAS CITY, MO, 64114",4,,38.977398,-94.594927,1,intersection,,"W 83rd Ter","Kansas City",MO,"Jackson County",64114,US,"TIGER/Line® dataset from the US Census Bureau"
"W 85 STREET and WARD PARKWAY PL, KANSAS CITY, MO, 64134",4,,38.973952,-94.6067,0.7,intersection,,"W 85th Ter","Kansas City",MO,"Jackson County",64114,US,"TIGER/Line® dataset from the US Census Bureau"
"W 85 TERRACE and BELLEVIEW AVENUE, KANSAS CITY, MO, 64114",4,,38.973545,-94.601738,1,intersection,,"Belleview Ave","Kansas City",MO,"Jackson County",64114,US,"TIGER/Line® dataset from the US Census Bureau"
"W 9 STREET and CENTRAL STREET, KANSAS CITY, MO, 64105",4,,39.103699,-94.586864,1,intersection,,"Central St","Kansas City",MO,"Jackson County",64105,US,"TIGER/Line® dataset from the US Census Bureau"
"W 9 STREET and MULBERRY STREET, KANSAS CITY, MO, 64106",4,,39.095532,-94.360491,0.38,intersection,,"E 9th St S",Independence,MO,"Jackson County",64056,US,"TIGER/Line® dataset from the US Census Bureau"
"W GREGORY BOULEVARD and WORNALL ROAD, KANSAS CITY, MO, 64131",4,,38.999668,-94.594961,0.81,intersection,,"W Gregory Blvd","Kansas City",MO,"Jackson County",64113,US,"TIGER/Line® dataset from the US Census Bureau"
"WHITE AVENUE and WILSON AVENUE, KANSAS CITY, MO, 64125",4,,39.106815,-94.511722,0.81,intersection,,"White Ave","Kansas City",MO,"Jackson County",64123,US,"TIGER/Line® dataset from the US Census Bureau"
"100 ARROWHEAD DR, KANSAS CITY, MO, 64126",3,,39.051623,-94.492698,0.5,nearest_rooftop_match,1,"Arrowhead Dr","Kansas City",MO,"Jackson County",64129,US,Jackson
"100 DUNFORD CI, KANSAS CITY, MO, 64112",3,,39.030367,-94.606874,0.6,nearest_rooftop_match,10,"Dunford Cir","Kansas City",MO,"Jackson County",64112,US,Jackson
"100 E 12 STREET, KANSAS CITY, MO, 64108",3,,39.194804,-94.680759,0.9,range_interpolation,100,"E 12th St","Kansas City",MO,"Platte County",64152,US,"TIGER/Line® dataset from the US Census Bureau"
"100 E 139 STREET, KANSAS CITY, MO, 64145",3,,38.87738,-94.594583,0.7,nearest_rooftop_match,101,"E 139th St","Kansas City",MO,"Jackson County",64145,US,"City of Kansas City"
"100 MORNINGSIDE DR, KANSAS CITY, MO, 64113",3,,39.019159,-94.586616,1,rooftop,100,"Morningside Dr","Kansas City",MO,"Jackson County",64113,US,Jackson
"100 PETTICOAT LN, KANSAS CITY, MO, 64106",3,,39.101255,-94.58236,0.6,nearest_rooftop_match,18,"Petticoat Ln","Kansas City",MO,"Jackson County",64106,US,"City of Kansas City"
"100 TROOST AVE, KANSAS CITY, MO, 64109",3,,39.113316,-94.569567,0.6,nearest_rooftop_match,101,"Troost Ave","Kansas City",MO,"Jackson County",64106,US,Jackson
"100 WARD PK N, KANSAS CITY, MO,",3,,39.041316,-94.588382,1,rooftop,100,"Ward Pkwy","Kansas City",MO,"Jackson County",64112,US,Jackson
"1000 BERKLEY PKWY, KANSAS CITY, MO, 64106",3,,39.222031,-94.664221,0.4,street_center,,"NW Berkley Dr","Kansas City",MO,"Platte County",64152,US,"TIGER/Line® dataset from the US Census Bureau"
"1000 BROADWAY BOULEVARD, KANSAS CITY, MO, 64110",3,,39.102245,-94.588545,0.9,rooftop,1000,"Broadway Blvd","Kansas City",MO,"Jackson County",64105,US,Jackson
"10100 N LISTER, KANSAS CITY, MO, 64157",3,,39.277098,-94.523654,0.5,rooftop,10100,"N Lister Ave","Kansas City",MO,"Clay County",64156,US,"City of Kansas City"
"10ST and KIRK STREET, KANSAS CITY, MO, 64106",3,,39.101178,-94.592244,0.62,intersection,,"Kirk Dr","Kansas City",MO,"Jackson County",64101,US,"TIGER/Line® dataset from the US Census Bureau"
"1100 E TRUMAN ROAD, KANSAS CITY, MO, 64108",3,,39.095727,-94.569373,0.9,rooftop,1100,"E Truman Rd","Kansas City",MO,"Jackson County",64106,US,"City of Kansas City"
"113TH RUSKIN WAY, KANSAS CITY, MO, 64134",3,,38.918239,-94.507528,0.9,street_center,,"E 113th St","Kansas City",MO,"Jackson County",64134,US,"TIGER/Line® dataset from the US Census Bureau"
"12100 S US HIGHWAY 71, GRANDVIEW, MO, 64130",3,,38.903696,-94.525257,0.7,nearest_rooftop_match,12130,"S US 71 Hwy",Grandview,MO,"Jackson County",64030,US,Jackson
"12300 STATE LINE ROAD, KANSAS CITY, MO, 64114",3,,38.907002,-94.607824,0.8,range_interpolation,12300,"State Line Rd","Kansas City",MO,"Jackson County",64145,US,"TIGER/Line® dataset from the US Census Bureau"
"13500 E 95 TERRACE, KANSAS CITY, MO, 64134",3,,38.949009,-94.427684,0.9,rooftop,13500,"E 95th Ter","Kansas City",MO,"Jackson County",64138,US,Jackson
"1400 E 8TH STREET, KANSAS CITY, MO, 64124",3,,39.104308,-94.564762,0.9,rooftop,1400,"E 8th St","Kansas City",MO,"Jackson County",64106,US,"City of Kansas City"
"14400 S US HIGHWAY 71 , KANSAS CITY, MO, 64137",3,,38.862577,-94.529691,0.7,nearest_rooftop_match,14410,"US 71 Hwy","Kansas City",MO,"Jackson County",64147,US,"City of Kansas City"
"1500 E 97 STREET, KANSAS CITY, MO, 64134",3,,38.951602,-94.570878,0.8,range_interpolation,1500,"E 97th St","Kansas City",MO,"Jackson County",64131,US,"TIGER/Line® dataset from the US Census Bureau"
"1600 BROADWAY BOULEVARD, KANSAS CITY, MO, 64116",3,,39.095185,-94.588983,0.9,rooftop,1600,"Broadway Blvd","Kansas City",MO,"Jackson County",64108,US,"City of Kansas City"
"1602 and 1606 BENTON, KANSAS CITY, MO, 64128",3,,39.065454,-94.533731,0.33,place,,,"Kansas City",MO,"Jackson County",64128,US,"TIGER/Line® dataset from the US Census Bureau"
"1700 BROADWAY BOULEVARD, KANSAS CITY, MO, 64106",3,,39.092587,-94.589132,0.9,rooftop,1700,"Broadway Blvd","Kansas City",MO,"Jackson County",64108,US,"City of Kansas City"
"1700 BROADWAY BOULEVARD, KANSAS CITY, MO, 64109",3,,39.092587,-94.589132,0.9,rooftop,1700,"Broadway Blvd","Kansas City",MO,"Jackson County",64108,US,"City of Kansas City"
"1800 E 97 STREET, KANSAS CITY, MO, 64114",3,,38.95221,-94.567551,0.9,rooftop,1800,"E 97th St","Kansas City",MO,"Jackson County",64131,US,Jackson
"1800 MANCHESTER TRAFFICWAY, KANSAS CITY, MO, 64129",3,,39.087733,-94.49135,0.2,nearest_rooftop_match,1809,"Manchester Ave","Kansas City",MO,"Jackson County",64126,US,"City of Kansas City"
"200 E BANNISTER ROAD, KANSAS CITY, MO, 64134",3,,38.956214,-94.59485,0.9,range_interpolation,200,"E Bannister Rd","Kansas City",MO,"Jackson County",64114,US,"TIGER/Line® dataset from the US Census Bureau"
"21500 NE ENGLEWOOD ROAD, KANSAS CITY, MO, 64118",3,,39.213348,-94.574313,0.33,place,,,"Kansas City",MO,"Clay County",64118,US,"TIGER/Line® dataset from the US Census Bureau"
"2200 E TRUMAN ROAD, KANSAS CITY, MO, 64126",3,,39.095196,-94.555793,0.9,rooftop,2200,"E Truman Rd","Kansas City",MO,"Jackson County",64127,US,Jackson
"23 STREET TO I 435 N RAMP and I 435 HIGHWAY, KANSAS CITY, MO, 64124",3,,39.107504,-94.538531,0.33,place,,,"Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"2700 BRIGHTON AVENUE, KCMO, MO, 64127",3,,39.075731,-94.525296,0.8,nearest_rooftop_match,2714,"Brighton Ave","Kansas City",MO,"Jackson County",64127,US,"City of Kansas City"
"2800 WABASH AVENUE, KCMO, MO, 64128",3,,39.075217,-94.554057,0.8,rooftop,2800,"Wabash Ave","Kansas City",MO,"Jackson County",64109,US,Jackson
"2900 BROADWAY BOULEVARD, KANSAS CITY, MO, 64105",3,,39.107193,-94.588113,0.6,street_center,,"Broadway Blvd","Kansas City",MO,"Jackson County",64105,US,"TIGER/Line® dataset from the US Census Bureau"
"300 NE BARRY ROAD, KANSAS CITY, MO, 64118",3,,39.246302,-94.583367,0.9,range_interpolation,300,"State Hwy 152","Kansas City",MO,"Clay County",64155,US,"TIGER/Line® dataset from the US Census Bureau"
"3100 GILLHAM PL, KANSAS CITY, MO, 64108",3,,39.070272,-94.579291,0.9,rooftop,3100,"Gillham Plz","Kansas City",MO,"Jackson County",64109,US,Jackson
"3200 EMANUEL CLEAVER II BOULEVARD, KANSAS CITY, MO, 64127",3,,39.042416,-94.547302,0.9,rooftop,3200,"Emanuel Cleaver Ii Blvd","Kansas City",MO,"Jackson County",64130,US,"City of Kansas City"
"3400 BROADWAY BOULEVARD, KANSAS CITY, MO, 64130",3,,39.066403,-94.590928,0.9,rooftop,3400,Broadway,"Kansas City",MO,"Jackson County",64111,US,"City of Kansas City"
"3400 SPRUCE AVENUE, KANSAS CITY, MO, 64130",3,,39.063727,-94.533901,0.9,rooftop,3400,"Spruce Ave","Kansas City",MO,"Jackson County",64128,US,Jackson
"3600 E 114 TERRACE, KANSAS CITY, MO, 64137",3,,38.917489,-94.549048,0.9,range_interpolation,3600,"E 114th Ter","Kansas City",MO,"Jackson County",64137,US,"TIGER/Line® dataset from the US Census Bureau"
"36TH STREET/BALTIMORE, KANSAS CITY, MO, 64111",3,,39.062024,-94.587,0.8,intersection,,"Baltimore Ave","Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"3700 BLUE RIDGE COURT, KANSAS CITY, MO, 64128",3,,39.055854,-94.473668,0.8,rooftop,3700,"Blue Ridge Ctof","Kansas City",MO,"Jackson County",64129,US,"City of Kansas City"
"3700 STREET JOHN AVENUE, KANSAS CITY, MO, 64124",3,,39.107504,-94.538531,0.33,place,,,"Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"3800 BLUE RIDGE COURT, KANSAS CITY, MO, 64130",3,,39.036468,-94.540745,1,range_interpolation,3800,"State Hwy 350","Kansas City",MO,"Jackson County",64130,US,"TIGER/Line® dataset from the US Census Bureau"
"3800 NE 88 TERRACE, KANSAS CITY, MO, 64156",3,,39.277706,-94.51824,0.33,place,,,"Kansas City",MO,"Clay County",64156,US,"TIGER/Line® dataset from the US Census Bureau"
"3830-OFF BLUE RIDGE COURT, KANSAS CITY, MO, 64133",3,,39.032319,-94.469977,0.33,place,,,"Kansas City",MO,"Jackson County",64133,US,"TIGER/Line® dataset from the US Census Bureau"
"3900 N KENSINGTON AVENUE, KANSAS CITY, MO, 64119",3,,39.164142,-94.529049,0.9,rooftop,3900,"N Kensington Ave","Kansas City",MO,"Clay County",64117,US,"City of Kansas City"
"3900 N. MULLBERRY, KANSAS CITY, MO, 64116",3,,39.164362,-94.59367,0.6,rooftop,3900,"N Mulberry Dr","Kansas City",MO,"Clay County",64116,US,"City of Kansas City"
"3900 RAINBOW BOULEVARD, KANSAS CITY, MO, 66160",3,,39.056755,-94.618836,0.5,range_interpolation,3900,"Rainbow Blvd","Kansas City",KS,"Wyandotte County",66103,US,"TIGER/Line® dataset from the US Census Bureau"
"3999 SWOPE PKWY and E MEYER DR, KANSAS CITY, MO, 64132",3,,39.038472,-94.547579,0.8,range_interpolation,3999,"Swope Pkwy","Kansas City",MO,"Jackson County",64130,US,"TIGER/Line® dataset from the US Census Bureau"
"39TH STREET and CLEAVER II BLVD, KANSAS CITY, MO, 64127",3,,39.054353,-94.520654,0.7,intersection,,"Cleaver Ii Blvd","Kansas City",MO,"Jackson County",64128,US,"TIGER/Line® dataset from the US Census Bureau"
"3RD/OAK, KANSAS CITY, MO, 64106",3,,39.110592,-94.579757,0.8,intersection,,"E 3rd St","Kansas City",MO,"Jackson County",64106,US,"TIGER/Line® dataset from the US Census Bureau"
"40 HIGHWAY and MANCHESTER TFWY, KANSAS CITY, MO, 64127",3,,39.08833,-94.538131,0.33,place,,,"Kansas City",MO,"Jackson County",64127,US,"TIGER/Line® dataset from the US Census Bureau"
"40 HIGHWAY and STERLING, KANSAS CITY, MO, 64130",3,,39.033712,-94.541868,0.33,place,,,"Kansas City",MO,"Jackson County",64130,US,"TIGER/Line® dataset from the US Census Bureau"
"400 NE BARRY ROAD, KANSAS CITY, MO, 64119",3,,39.246304,-94.585055,0.9,range_interpolation,400,"State Hwy 152","Kansas City",MO,"Clay County",64155,US,"TIGER/Line® dataset from the US Census Bureau"
"4000 STREET JOHN AVENUE, KANSAS CITY, MO, 64124",3,,39.107504,-94.538531,0.33,place,,,"Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"4100 BLUE RIDGE COURT, KANSAS CITY, MO, 64127",3,,39.047112,-94.439747,0.5,range_interpolation,4100,"Blue Ridge Blvd",Independence,MO,"Jackson County",64052,US,"TIGER/Line® dataset from the US Census Bureau"
"4100 N MONROE AVENUE, KANSAS CITY, MO, 64119",3,,39.168954,-94.536944,0.9,range_interpolation,4100,"N Monroe Ave","Kansas City",MO,"Clay County",64117,US,"TIGER/Line® dataset from the US Census Bureau"
"42ND STREET and N RANDOLPH, KANSAS CITY, MO, 64119",3,,38.934925,-94.273692,0.9,range_interpolation,42,"D St","Lees Summit",MO,"Jackson County",64086,US,"TIGER/Line® dataset from the US Census Bureau"
"4500 N OLIVE STREET, KANSAS CITY, MO, 64118",3,,39.175692,-94.55164,0.9,rooftop,4500,"N Olive St","Kansas City",MO,"Clay County",64116,US,"City of Kansas City"
"4500 N WINN ROAD, KCMO, MO, 64117",3,,39.175089,-94.53182,0.8,range_interpolation,4500,"NE Winn Rd","Kansas City",MO,"Clay County",64117,US,"TIGER/Line® dataset from the US Census Bureau"
"4600 ASKEW AVENUE, KANSAS CITY, MO, 64128",3,,39.064084,-94.54179,0.6,street_center,,"Askew Ave","Kansas City",MO,"Jackson County",64128,US,"TIGER/Line® dataset from the US Census Bureau"
"4600 BELLEVIEW AVENUE, KANSAS CITY, MO, 64111",3,,39.043414,-94.598706,0.7,nearest_rooftop_match,4620,"Belleview Ave","Kansas City",MO,"Jackson County",64112,US,Jackson
"4600 NE 103 TERRACE, KANSAS CITY, MO, 64156",3,,39.281138,-94.525245,0.9,rooftop,4600,"NE 103rd Ter","Kansas City",MO,"Clay County",64156,US,"City of Kansas City"
"4700 N DAVIDSON ROAD, KANSAS CITY, MO, 64119",3,,39.170368,-94.559935,0.4,street_center,,"NE Davidson Rd","Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau"
"500 MADISON AVENUE, KANSAS CITY, MO, 64111",3,,39.106726,-94.593455,0.9,range_interpolation,500,"Madison Ave","Kansas City",MO,"Jackson County",64101,US,"TIGER/Line® dataset from the US Census Bureau"
"5000 STATE LINE ROAD, KANSAS CITY, MO, 64114",3,,39.037374,-94.607674,0.9,rooftop,5000,"State Line Rd","Kansas City",MO,,64112,US,"City of Olathe"
"5000 STREET JOHN AVE , KC, KANSAS CITY, MO, 64124",3,,39.107504,-94.538531,0.33,place,,,"Kansas City",MO,"Jackson County",64124,US,"TIGER/Line® dataset from the US Census Bureau"
"5100 BLUE RIDGE COURT, KANSAS CITY, MO, 64110",3,,39.030594,-94.481173,0.8,rooftop,5100,"Blue Ridge Ctof","Kansas City",MO,"Jackson County",64133,US,"City of Kansas City"
"5300 E BANNISTER ROAD, KANSAS CITY, MO, 64134",3,,38.953074,-94.529358,0.8,range_interpolation,5300,"E Bannister Rd","Kansas City",MO,"Jackson County",64137,US,"TIGER/Line® dataset from the US Census Bureau"
"5400 N BENNINGTON AVENUE, KANSAS CITY, MO, 64117",3,,39.192278,-94.502405,0.9,range_interpolation,5400,"N Bennington Ave","Kansas City",MO,"Clay County",64119,US,"TIGER/Line® dataset from the US Census Bureau"
"5700 E BANNISTER ROAD, KANSAS CITY, MO, 64134",3,,38.953544,-94.523276,0.9,rooftop,5700,"E Bannister Rd","Kansas City",MO,"Jackson County",64137,US,"City of Kansas City"
"5800 NE VIVION ROAD, KANSAS CITY, MO, 64116",3,,39.190707,-94.511907,0.9,range_interpolation,5800,"Us Hwy 69","Kansas City",MO,"Clay County",64119,US,"TIGER/Line® dataset from the US Census Bureau"
"5900 BLUE PARKWAY DR, KANSAS CITY, MO, 64129",3,,39.033945,-94.515055,1,range_interpolation,5900,"State Hwy 350","Kansas City",MO,"Jackson County",64129,US,"TIGER/Line® dataset from the US Census Bureau"
"61ST STREET and CLEVELAND AVE, KANSAS CITY, MO, 64130",3,,39.015307,-94.542182,0.8,intersection,,"Cleveland Ave","Kansas City",MO,"Jackson County",64130,US,"TIGER/Line® dataset from the US Census Bureau"
"6200 OAK STREET, KCMO, MO, 64110",3,,39.01518,-94.584032,0.8,rooftop,6200,"Oak St","Kansas City",MO,"Jackson County",64113,US,"City of Kansas City"
"63 STREET and E 350 HIGHWAY, KANSAS CITY, MO, 64133",3,,38.997619,-94.478111,0.6,street_center,,"State Hwy 350","Kansas City",MO,"Jackson County",64133,US,"TIGER/Line® dataset from the US Census Bureau"
"6600 BLUE PARKWAY DR, KANSAS CITY, MO, 64129",3,,39.028059,-94.507353,1,range_interpolation,6600,"State Hwy 350","Kansas City",MO,"Jackson County",64129,US,"TIGER/Line® dataset from the US Census Bureau"
"6600 NW BARRY ROAD, KANSAS CITY, MO, 64152",3,,39.216778,-94.645903,0.3,range_interpolation,6600,"NW Bougher Ln","Kansas City",MO,"Platte County",64151,US,"TIGER/Line® dataset from the US Census Bureau"
"6900 BLUE PARKWAY DR, KANSAS CITY, MO, 64128",3,,39.025673,-94.505218,0.9,range_interpolation,6900,"State Hwy 350","Kansas City",MO,"Jackson County",64129,US,"TIGER/Line® dataset from the US Census Bureau"
"6TH STREET/BROADWAY, KANSAS CITY, MO, 64109",3,,39.106572,-94.588162,0.69,intersection,,"W 6th St","Kansas City",MO,"Jackson County",64105,US,"TIGER/Line® dataset from the US Census Bureau"
"7300 NW 86 TERRACE, KANSAS CITY, MO, 64152",3,,39.253772,-94.664058,0.8,rooftop,7300,"NW 87th Ter","Kansas City",MO,"Platte County",64153,US,"City of Kansas City"
"7300 NW 87 TERRACE, KANSAS CITY, MO, 64155",3,,39.253772,-94.664058,0.9,rooftop,7300,"NW 87th Ter","Kansas City",MO,"Platte County",64153,US,"City of Kansas City"
"7300 NW TIFFANY SPRINGS PK E, KANSAS CITY, MO, 64154",3,,39.26012,-94.662044,0.9,range_interpolation,7300,"NW Tiffany Springs Rd","Kansas City",MO,"Platte County",64153,US,"TIGER/Line® dataset from the US Census Bureau"
"7400 STATE LINE ROAD, KANSAS CITY, MO, 64112",3,,38.994298,-94.608274,0.9,rooftop,7400,"State Line Rd","Kansas City",MO,,64114,US,"City of Olathe"
"7600 COLLEGE AVENUE, KANSAS CITY, MO, 64130",3,,38.987876,-94.550184,0.7,nearest_rooftop_match,7616,"College Ave","Kansas City",MO,"Jackson County",64132,US,Jackson
"7900 STATE LINE ROAD, KANSAS CITY, MO, 64113",3,,38.984785,-94.608513,0.7,nearest_rooftop_match,7920,"State Line Rd","Kansas City",MO,,64114,US,"City of Olathe"
"7900 STATE LINE ROAD, KANSAS CITY, MO, 64130",3,,38.984785,-94.608513,0.7,nearest_rooftop_match,7920,"State Line Rd","Kansas City",MO,,64114,US,"City of Olathe"
"7TH/CAMBRIDGE AVENUE, KANSAS CITY, MO, 64125",3,,39.103425,-94.501694,0.71,intersection,,"Cambridge Ave","Kansas City",MO,"Jackson County",64125,US,"TIGER/Line® dataset from the US Census Bureau"
"8300 E 23 TRAFFICWAY W, KANSAS CITY, MO, 64130",3,,39.082202,-94.486152,0.3,nearest_rooftop_match,8312,"E 23rd St","Kansas City",MO,"Jackson County",64126,US,Jackson
"8300 N DELTA AVENUE, KANSAS CITY, MO, 64151",3,,39.242723,-94.608359,0.2,nearest_rooftop_match,8217,"N Delta Dr","Kansas City",MO,"Platte County",64151,US,"City of Kansas City"
"8300 N HIGHLAND AVENUE, KANSAS CITY, MO, 64155",3,,39.244071,-94.558721,0.9,range_interpolation,8300,"N Highland Ave","Kansas City",MO,"Clay County",64118,US,"TIGER/Line® dataset from the US Census Bureau"
"8400 N OVERLAND COURT, KANSAS CITY, MO, 64151",3,,39.247437,-94.638856,0.9,rooftop,8400,"N Overland Ct","Kansas City",MO,"Platte County",64154,US,"City of Kansas City"
"8500 NW BARRYBROOKE DR, KANSAS CITY, MO, 64151",3,,39.244554,-94.651514,0.6,street_center,,"NW Barrybrooke Dr","Kansas City",MO,"Platte County",64151,US,"TIGER/Line® dataset from the US Census Bureau"
