address_string,n,coords
"EDITH RD / RIVER RD, LOUISVILLE, KY, 40206",25,
"FEGENBUSH LN / NORBROOK DR, LOUISVILLE, KY, 40228",25,
"FURMAN BLVD / TAYLORSVILLE RD, LOUISVILLE, KY, 40220",25,
"HAYS KENNEDY PARK, LOUISVILLE, KY, 40059",25,
"HOMEVIEW DR / TAYLOR BLVD, LOUISVILLE, KY, 40215",25,
"I264E / BRECKENRIDGE LN, LOUISVILLE, KY, 40220",25,
"I265N / STONESTREET RD, LOUISVILLE, KY, 40272",25,
"I265S / NATIONAL TPKE, LOUISVILLE, KY, 40118",25,
"I265S / PRESTON HWY, LOUISVILLE, KY, 40229",25,
"LEXINGTON RD / COOPER ST, LOUISVILLE, KY, 40204",25,
"METRO / LARGE, LOUISVILLE, KY, NA",25,
"MINOR LN / PRESTON HWY, LOUISVILLE, KY, 40219",25,
"N 21ST ST / ROWAN ST, LOUISVILLE, KY, 40203",25,
"N 26TH ST / ST XAVIER ST, LOUISVILLE, KY, 40212",25,
"N 29TH ST / DUNCAN ST, LOUISVILLE, KY, 40212",25,
"N 31ST ST / BANK ST, LOUISVILLE, KY, 40212",25,
"N HANCOCK ST / E MAIN ST, LOUISVILLE, KY, 40202",25,
"NATIONAL TPKE / SINCLAIR ST, LOUISVILLE, KY, 40118",25,
"NEW CUT RD / SOUTHERN PKY, LOUISVILLE, KY, 40214",25,
"RANGELAND RD / RIDGECREST RD, LOUISVILLE, KY, 40219",25,
"RIVER RD, LOUISVILLE, KY, 40207",25,
"ROCKFORD LN / TEANECK LN, LOUISVILLE, KY, 40216",25,
"S 10TH ST / MAGAZINE ST, LOUISVILLE, KY, 40203",25,
"S 15TH ST / HALE AVE, LOUISVILLE, KY, 40210",25,
"S 1ST ST / E WOODLAWN AVE, LOUISVILLE, KY, 40214",25,
"S 25TH ST / DATE ST, LOUISVILLE, KY, 40210",25,
"S 26TH ST / DATE ST, LOUISVILLE, KY, 40211",25,
"S 30TH ST / RIVER PARK DR, LOUISVILLE, KY, 40211",25,
"S 32ND ST / WOODLAND AVE, LOUISVILLE, KY, 40211",25,
"S 38TH ST / GRAND AVE, LOUISVILLE, KY, 40211",25,
"S 3RD ST / W COLLINS CT, LOUISVILLE, KY, 40214",25,
"S 44TH ST / W BROADWAY, LOUISVILLE, KY, 40211",25,
"S 6TH ST / W MAGNOLIA AVE, LOUISVILLE, KY, 40208",25,
"S 6TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40202",25,
"S BROOK ST / WOODBINE ST, LOUISVILLE, KY, 40208",25,
"S FLOYD ST / E LEE ST, LOUISVILLE, KY, 40208",25,
"S HANCOCK ST / E ST CATHERINE ST, LOUISVILLE, KY, 40203",25,
"S HANCOCK ST / MARSHALL ST, LOUISVILLE, KY, 40202",25,
"SOUTHERN PKY / W SOUTHERN HEIGHTS AVE, LOUISVILLE, KY, 40214",25,
"SOUTHERN PKY / W WHITNEY AVE, LOUISVILLE, KY, 40214",25,
"SPRINGHURST BLVD / WESTPORT RD, LOUISVILLE, KY, 40241",25,
"W EVELYN AVE / SOUTHERN PKY, LOUISVILLE, KY, 40214",25,
"WF - RED LOT, LOUISVILLE, KY, 40206",25,
"10500 GREENTREE LN, LOUISVILLE, KY, 40272",24,
"10900 YOUNGTOWN DR, LOUISVILLE, KY, 40272",24,
"12100 SYCAMORE STATION PL, LOUISVILLE, KY, 40299",24,
"1400 BRAXTON CT, LOUISVILLE, KY, 40219",24,
"2000 BASHFORD MANOR LN, LOUISVILLE, KY, NA",24,
"2400 TERRA CROSSING BLVD, LOUISVILLE, KY, 40245",24,
"300 AXIS DR, LOUISVILLE, KY, 40206",24,
"300 BAKERS LN, LOUISVILLE, KY, 40214",24,
"3RD STREET RD / LAMBORNE BLVD, LOUISVILLE, KY, 40272",24,
"500 BELLE ST, LOUISVILLE, KY, 40245",24,
"5900 MIDDLEROSE CIR, LOUISVILLE, KY, 40272",24,
"600 ROSELANE CT, LOUISVILLE, KY, 40203",24,
"6400 MANSLICK RD, LOUISVILLE, KY, 40214",24,
"700 BROOK PARK DR, LOUISVILLE, KY, 40214",24,
"7200 MANSLICK RD, LOUISVILLE, KY, 40214",24,
"8300 WINTERBOURNE PL, LOUISVILLE, KY, 40222",24,
"8600 AMBROSSE LN, LOUISVILLE, KY, 40299",24,
"9200 ASH SPRING RD, LOUISVILLE, KY, 40291",24,
"9800 COLLIER LN, LOUISVILLE, KY, 40291",24,
"BISHOP LN / RED ROOF INN PL, LOUISVILLE, KY, 40218",24,
"BROWNSBORO RD / N JANE ST, LOUISVILLE, KY, 40206",24,
"CATALPA ST / WILSON AVE, LOUISVILLE, KY, 40211",24,
"CENTRAL AVE / RODMAN ST, LOUISVILLE, KY, 40208",24,
"CLIFF AVE / DRESDEN AVE, LOUISVILLE, KY, 40215",24,
"FAIRDALE RD / NATIONAL TPKE, LOUISVILLE, KY, 40118",24,
"GRAND AVE / LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40211",24,
"GREENBELT HWY / JOHNSONTOWN RD, LOUISVILLE, KY, 40272",24,
"GREENTREE LN / TORRINGTON RD, LOUISVILLE, KY, 40272",24,
"HAZELWOOD AVE / MANSLICK RD, LOUISVILLE, KY, 40216",24,
"HERMAN ST / LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40212",24,
"I 65 RAMP / I 65 RAMP, LOUISVILLE, KY, 40219",24,
"I265N / BROWNSBORO RD, LOUISVILLE, KY, 40241",24,
"I265S / STONESTREET RD, LOUISVILLE, KY, 40272",24,
"I65S / OUTER LOOP, LOUISVILLE, KY, 40219",24,
"IOWA AVE / TAYLOR BLVD, LOUISVILLE, KY, 40208",24,
"LAMPTON ST / S PRESTON ST, LOUISVILLE, KY, 40203",24,
"LESTER AVE / LONGFIELD AVE, LOUISVILLE, KY, 40215",24,
"LOGAN ST / MASON AVE, LOUISVILLE, KY, 40204",24,
"N 29TH ST / SLEVIN ST, LOUISVILLE, KY, 40212",24,
"N 35TH ST / W MAIN ST, LOUISVILLE, KY, 40212",24,
"N HURSTBOURNE PKY / ORMSBY STATION RD, LOUISVILLE, KY, 40223",24,
"NEW CUT RD / SOUTHLAND TER, LOUISVILLE, KY, 40214",24,
"RUNDILL RD / UPPILL RD, LOUISVILLE, KY, 40214",24,
"S 11TH ST / LIBERTY CT, LOUISVILLE, KY, 40203",24,
"S 13TH ST / CEDAR CT, LOUISVILLE, KY, 40203",24,
"S 1ST ST / E BURNETT AVE, LOUISVILLE, KY, 40208",24,
"S 22ND ST / DATE ST, LOUISVILLE, KY, 40210",24,
"S 22ND ST / WOODLAND AVE, LOUISVILLE, KY, 40210",24,
"S 23RD ST / GARLAND AVE, LOUISVILLE, KY, 40211",24,
"S 36TH ST / RIVER PARK DR, LOUISVILLE, KY, 40211",24,
"S 3RD ST, LOUISVILLE, KY, 40208",24,
"S 40TH ST / GARLAND AVE, LOUISVILLE, KY, 40211",24,
"S 40TH ST / RIVER PARK DR, LOUISVILLE, KY, 40211",24,
"S 4TH ST / W BRANDEIS AVE, LOUISVILLE, KY, 40208",24,
"S 5TH ST / CATHEDRAL SCHOOL CT, LOUISVILLE, KY, 40202",24,
"S FLOYD ST, LOUISVILLE, KY, 40203",24,
"S LONGWORTH AVE / W MARKET ST, LOUISVILLE, KY, 40212",24,
"W MAIN ST, LOUISVILLE, KY, 40202",24,
"1 E WILSHIRE BLVD, LOUISVILLE, KY, 40214",23,
"1200 CROMWELL CT, LOUISVILLE, KY, 40219",23,
"300 ARMSTRONG DR, LOUISVILLE, KY, 40208",23,
"3000 SOUTHERN AVE, LOUISVILLE, KY, 40211",23,
"3400 FOREMAN LN, LOUISVILLE, KY, 40219",23,
"3900 NAPANEE RD, LOUISVILLE, KY, 40207",23,
"9700 CANNONBURY DR, LOUISVILLE, KY, 40219",23,
"ABRAHAM FLEXNER WAY / S FLOYD ST, LOUISVILLE, KY, 40202",23,
"BARDSTOWN RD / BEULAH CHURCH RD, LOUISVILLE, KY, 40291",23,
"BARDSTOWN RD / SHERWOOD AVE, LOUISVILLE, KY, 40205",23,
"BARRET AVE / EASTERN PKY, LOUISVILLE, KY, 40204",23,
"BAXTER AVE / GRINSTEAD DR, LOUISVILLE, KY, 40204",23,
"BLUEGRASS AVE, LOUISVILLE, KY, 40215",23,
"CEDAR CT / WEST CT, LOUISVILLE, KY, 40203",23,
"CHATEAU LN / PRESTON HWY, LOUISVILLE, KY, 40219",23,
"CHEROKEE PKY / GRINSTEAD DR, LOUISVILLE, KY, 40204",23,
"DENMARK ST / WARREN AVE, LOUISVILLE, KY, 40215",23,
"DIXIE HWY / KERRICK LN, LOUISVILLE, KY, 40258",23,
"EASTERN PKY / GOSS AVE, LOUISVILLE, KY, 40217",23,
"FERN VALLEY RD / JEANINE DR, LOUISVILLE, KY, 40219",23,
"HASKIN AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",23,
"I 265 RAMP / I 64 EAST, LOUISVILLE, KY, 40245",23,
"I264E / I65, LOUISVILLE, KY, 40213",23,
"I264W / SOUTHERN PKY, LOUISVILLE, KY, 40214",23,
"LAKE FOREST PKY / SHELBYVILLE RD, LOUISVILLE, KY, 40245",23,
"LOGAN ST / E ST CATHERINE ST, LOUISVILLE, KY, 40204",23,
"LONSDALE AVE / OAKWOOD AVE, LOUISVILLE, KY, 40215",23,
"MORTON AVE / RUBEL AVE, LOUISVILLE, KY, 40204",23,
"N 18TH ST / W MAIN ST, LOUISVILLE, KY, 40203",23,
"N 20TH ST / ROWAN ST, LOUISVILLE, KY, 40203",23,
"N 25TH ST / OWEN ST, LOUISVILLE, KY, 40212",23,
"N 27TH ST / MONTGOMERY ST, LOUISVILLE, KY, 40212",23,
"N 28TH ST / W MAIN ST, LOUISVILLE, KY, 40212",23,
"N 29TH ST / ST XAVIER ST, LOUISVILLE, KY, 40212",23,
"N 31ST ST / PORTLAND AVE, LOUISVILLE, KY, 40212",23,
"N 38TH ST / DUNCAN ST, LOUISVILLE, KY, 40212",23,
"N 4TH ST / W RIVER RD, LOUISVILLE, KY, 40202",23,
"N 9TH ST / W MAIN ST, LOUISVILLE, KY, 40202",23,
"N MADISON AVE / SHELBYVILLE RD, LOUISVILLE, KY, 40243",23,
"OLD SHELBYVILLE RD / SHELBYVILLE RD, LOUISVILLE, KY, 40243",23,
"PENNACOOK RD, LOUISVILLE, KY, 40214",23,
"POPLAR LEVEL CT / POPLAR LEVEL RD, LOUISVILLE, KY, 40219",23,
"PRESTON HWY / TOWER RD, LOUISVILLE, KY, 40219",23,
"ROSELANE ST / S SHELBY ST, LOUISVILLE, KY, 40203",23,
"S 10TH ST / ESQUIRE ALY, LOUISVILLE, KY, 40203",23,
"S 11TH ST / CONGRESS ST, LOUISVILLE, KY, 40203",23,
"S 13TH ST / W MADISON ST, LOUISVILLE, KY, 40203",23,
"S 17TH ST / GARLAND AVE, LOUISVILLE, KY, 40210",23,
"S 23RD ST / W HILL ST, LOUISVILLE, KY, 40210",23,
"S 25TH ST / GARLAND AVE, LOUISVILLE, KY, 40211",23,
"S 25TH ST / GREENWOOD AVE, LOUISVILLE, KY, 40210",23,
"S 26TH ST / OSAGE AVE, LOUISVILLE, KY, 40210",23,
"S 27TH ST / MAGAZINE ST, LOUISVILLE, KY, 40211",23,
"S 28TH ST / W HILL ST, LOUISVILLE, KY, 40211",23,
"S 4TH ST / OAKDALE AVE, LOUISVILLE, KY, 40214",23,
"S BROOK ST / CALDWELL ST, LOUISVILLE, KY, 40203",23,
"S CAMPBELL ST / E MARKET ST, LOUISVILLE, KY, 40206",23,
"SHELBYVILLE RD / WHITTINGTON PKY, LOUISVILLE, KY, 40222",23,
"W AMHERST AVE / SOUTHSIDE DR, LOUISVILLE, KY, 40214",23,
"WEST CREEK WAY / WESTPORT RD, LOUISVILLE, KY, 40222",23,
"WESTPORT RD / I264, LOUISVILLE, KY, 40222",23,
"WF - KIDS WATER PARK, LOUISVILLE, KY, 40206",23,
"1 TRAILS END RD, LOUISVILLE, KY, 40216",22,
"1100 W FERN VALLEY RD, LOUISVILLE, KY, 40219",22,
"11600 SUMMIT CREST DR, LOUISVILLE, KY, 40229",22,
"11800 PEAK PL, LOUISVILLE, KY, 40229",22,
"2100 MARYLAND AVE, LOUISVILLE, KY, 40205",22,
"2700 S HURSTBOURNE PKY, LOUISVILLE, KY, 40220",22,
"3500 MOYERS CIR, LOUISVILLE, KY, 40207",22,
"400 CONLEY CT, LOUISVILLE, KY, 40243",22,
"4300 CORAM WAY, LOUISVILLE, KY, 40218",22,
"5300 ROLLING ROCK CT, LOUISVILLE, KY, 40241",22,
"6600 TERRY RD, LOUISVILLE, KY, 40258",22,
"6800 GREENWOOD RD, LOUISVILLE, KY, 40258",22,
"700 LANDIS RIDGE DR, LOUISVILLE, KY, 40245",22,
"7400 TRADE PORT DR, LOUISVILLE, KY, 40258",22,
"7TH STREET RD / EUCLID AVE, LOUISVILLE, KY, 40208",22,
"9900 EVENING STAR DR, LOUISVILLE, KY, 40272",22,
"ALANADALE DR / DONERAIL WAY, LOUISVILLE, KY, 40272",22,
"ARTHUR ST / WARNOCK ST, LOUISVILLE, KY, 40208",22,
"BARDSTOWN RD / EASTVIEW AVE, LOUISVILLE, KY, 40205",22,
"BARDSTOWN RD / MIDLAND AVE, LOUISVILLE, KY, 40204",22,
"BARDSTOWN RD / TREVILIAN WAY, LOUISVILLE, KY, 40205",22,
"BARDSTOWN RD / TYLER LN, LOUISVILLE, KY, 40205",22,
"BLUE LICK RD / HUTCHERSON DR, LOUISVILLE, KY, 40229",22,
"BON AIR AVE / TAYLORSVILLE RD, LOUISVILLE, KY, 40205",22,
"BRAMERS LN / CAMP GROUND RD, LOUISVILLE, KY, 40216",22,
"BRECKENRIDGE LN / WILLIS AVE, LOUISVILLE, KY, 40207",22,
"BROWNSBORO RD / HALDEMAN AVE, LOUISVILLE, KY, 40206",22,
"CANE RUN RD / PENWAY AVE, LOUISVILLE, KY, 40211",22,
"CARLISLE AVE / LENTZ AVE, LOUISVILLE, KY, 40215",22,
"CECIL AVE / RIVER PARK DR, LOUISVILLE, KY, 40211",22,
"CHEROKEE RD / GRINSTEAD DR, LOUISVILLE, KY, 40204",22,
"CYPRESS ST / WILSON AVE, LOUISVILLE, KY, 40210",22,
"DIXIE HWY / ST PAULS CHURCH RD, LOUISVILLE, KY, 40258",22,
"DIXIE HWY / STITES STATION RD, LOUISVILLE, KY, 40177",22,
"DR W J HODGE ST / GRAND AVE, LOUISVILLE, KY, 40210",22,
"E BRECKINRIDGE ST / LOGAN ST, LOUISVILLE, KY, 40204",22,
"E INDIAN TRL / NEWBURG RD, LOUISVILLE, KY, 40218",22,
"E JACOB ST / S SHELBY ST, LOUISVILLE, KY, 40203",22,
"EVANGELINE AVE / SOUTHSIDE DR, LOUISVILLE, KY, 40214",22,
"GERNERT CT / S PRESTON ST, LOUISVILLE, KY, 40217",22,
"HERITAGE HILL TRL / SHELBYVILLE RD, LOUISVILLE, KY, 40243",22,
"HIKES LN / NOE WAY, LOUISVILLE, KY, 40218",22,
"HIKES LN / TAYLORSVILLE RD, LOUISVILLE, KY, 40220",22,
"I64E / 22ND ST, LOUISVILLE, KY, 40203",22,
"LA FONTENAY DR / SHELBYVILLE RD, LOUISVILLE, KY, 40223",22,
"LEXINGTON RD / E LIBERTY ST, LOUISVILLE, KY, 40204",22,
"LIBERTY CT / SIMMONS CT, LOUISVILLE, KY, 40203",22,
"LOGAN ST / MARY ST, LOUISVILLE, KY, 40204",22,
"MELLWOOD AVE / ZORN AVE, LOUISVILLE, KY, 40207",22,
"N 19TH ST / BANK ST, LOUISVILLE, KY, 40203",22,
"N 26TH ST / ST CECILIA ST, LOUISVILLE, KY, 40212",22,
"N CAMPBELL ST / E WATER ST, LOUISVILLE, KY, 40206",22,
"NEW CUT RD / WESTVIEW DR, LOUISVILLE, KY, 40214",22,
"NEW LA GRANGE RD, LOUISVILLE, KY, 40222",22,
"NORWOOD DR / SHELBYVILLE RD, LOUISVILLE, KY, 40222",22,
"OLIVE ST / WILSON AVE, LOUISVILLE, KY, 40211",22,
"RODMAN ST / WINKLER AVE, LOUISVILLE, KY, 40208",22,
"S 10TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",22,
"S 13TH ST / MAGAZINE ST, LOUISVILLE, KY, 40203",22,
"S 16TH ST / W ST CATHERINE ST, LOUISVILLE, KY, 40210",22,
"S 17TH ST / WILSON AVE, LOUISVILLE, KY, 40210",22,
"S 22ND ST / PLYMOUTH CT, LOUISVILLE, KY, 40211",22,
"S 22ND ST / W GAULBERT AVE, LOUISVILLE, KY, 40210",22,
"S 22ND ST / W ORMSBY AVE, LOUISVILLE, KY, 40210",22,
"S 23RD ST / ALGONQUIN PKY, LOUISVILLE, KY, 40210",22,
"S 23RD ST / DATE ST, LOUISVILLE, KY, 40210",22,
"S 2ND ST / W CARDINAL BLVD, LOUISVILLE, KY, 40208",22,
"S 35TH ST / VERMONT AVE, LOUISVILLE, KY, 40211",22,
"S 38TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40212",22,
"S 5TH ST / W KENTUCKY ST, LOUISVILLE, KY, 40203",22,
"S 6TH ST / CENTRAL AVE, LOUISVILLE, KY, 40208",22,
"S 6TH ST / YORK ST, LOUISVILLE, KY, 40203",22,
"S 7TH ST / DAVIES AVE, LOUISVILLE, KY, 40208",22,
"S 9TH ST / W MAGNOLIA AVE, LOUISVILLE, KY, 40208",22,
"S BROOK ST / E ST CATHERINE ST, LOUISVILLE, KY, 40203",22,
"S HANCOCK ST / E ORMSBY AVE, LOUISVILLE, KY, 40203",22,
"W MARKET ST / SOUTHWESTERN PKY, LOUISVILLE, KY, 40212",22,
"WAVERLY PARK, LOUISVILLE, KY, 40214",22,
"10200 VALLEY FARMS BLVD, LOUISVILLE, KY, 40272",21,
"11600 DEERING RD, LOUISVILLE, KY, 40272",21,
"11800 INTERCHANGE DR, LOUISVILLE, KY, 40229",21,
"13500 PINNACLE GARDENS CIR, LOUISVILLE, KY, 40245",21,
"1500 LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40211",21,
"1800 TREVILIAN WAY, LOUISVILLE, KY, 40205",21,
"2100 LITTLE CREEK CT, LOUISVILLE, KY, 40218",21,
"2600 BROWNS LN, LOUISVILLE, KY, 40220",21,
"3100 PEE WEE REESE RD, LOUISVILLE, KY, 40207",21,
"3400 S HURSTBOURNE PKY, LOUISVILLE, KY, 40299",21,
"3700 ST MICHAEL CHURCH DR, LOUISVILLE, KY, 40220",21,
"5200 CRAIGS CREEK DR, LOUISVILLE, KY, 40241",21,
"6900 JAMES MADISON WAY, LOUISVILLE, KY, 40272",21,
"7200 LOGISTICS DR, LOUISVILLE, KY, 40258",21,
"7600 ASHTON PARK CIR, LOUISVILLE, KY, 40228",21,
"7900 CONIFER DR, LOUISVILLE, KY, 40258",21,
"7TH STREET RD / LINCOLN AVE, LOUISVILLE, KY, 40208",21,
"7TH STREET RD / TENNESSEE AVE, LOUISVILLE, KY, 40208",21,
"8400 ACME WAY, LOUISVILLE, KY, 40219",21,
"9400 HURSTBOURNE TRCE, LOUISVILLE, KY, 40222",21,
"ALGONQUIN PKY, LOUISVILLE, KY, 40208",21,
"ARCADE AVE / UTAH AVE, LOUISVILLE, KY, 40215",21,
"ARTHUR ST / I65S, LOUISVILLE, KY, 40208",21,
"BAKERS LN / NEW CUT RD, LOUISVILLE, KY, 40214",21,
"BARDSTOWN RD / FAIRGROUND RD, LOUISVILLE, KY, 40291",21,
"BARDSTOWN RD / GARDINER LN, LOUISVILLE, KY, 40205",21,
"BARDSTOWN RD / SEATONVILLE RD, LOUISVILLE, KY, 40291",21,
"BEECH ST / VIRGINIA AVE, LOUISVILLE, KY, 40211",21,
"BERNHEIM LN / MCCLOSKEY AVE, LOUISVILLE, KY, 40210",21,
"BLEVINS GAP RD / DIXIE HWY, LOUISVILLE, KY, 40272",21,
"BLUE LICK RD / MAYNARD AVE, LOUISVILLE, KY, 40229",21,
"BLUE LICK RD / MUD LN, LOUISVILLE, KY, 40229",21,
"BROADLEAF DR / SHAGBARK RD, LOUISVILLE, KY, 40216",21,
"BROWNSBORO RD / N CLIFTON AVE, LOUISVILLE, KY, 40206",21,
"BUCKINGHAM DR / GLENGARRY DR, LOUISVILLE, KY, 40118",21,
"BUECHEL BYP / BUECHEL BANK RD, LOUISVILLE, KY, 40218",21,
"CAMP GROUND RD / LEES LN, LOUISVILLE, KY, 40216",21,
"CANE RUN RD / RALPH AVE, LOUISVILLE, KY, 40211",21,
"CANE RUN RD / VAN WINKLE DR, LOUISVILLE, KY, 40216",21,
"COMMERCE CROSSINGS DR / PRESTON HWY, LOUISVILLE, KY, 40229",21,
"DIXIE HWY / MILLERS CT, LOUISVILLE, KY, 40272",21,
"DIXIE HWY / RATCLIFFE AVE, LOUISVILLE, KY, 40210",21,
"DIXIE HWY / W ORELL RD, LOUISVILLE, KY, 40272",21,
"DORSEY LN / N HURSTBOURNE PKY, LOUISVILLE, KY, 40223",21,
"DR W J HODGE ST / HOWARD ST, LOUISVILLE, KY, 40210",21,
"E BRECKINRIDGE ST / S HANCOCK ST, LOUISVILLE, KY, 40203",21,
"E BURNETT AVE / EASTERN PKY, LOUISVILLE, KY, 40217",21,
"E BURNETT AVE / S FLOYD ST, LOUISVILLE, KY, 40208",21,
"E KENTUCKY ST / SWAN ST, LOUISVILLE, KY, 40204",21,
"FEGENBUSH LN / FERN VALLEY RD, LOUISVILLE, KY, 40225",21,
"FINN AVE / M ST, LOUISVILLE, KY, 40208",21,
"FORDHAVEN RD / ST ANTHONY CHURCH RD, LOUISVILLE, KY, 40214",21,
"GOSS AVE / HICKORY ST, LOUISVILLE, KY, 40217",21,
"GREENBELT HWY / RIVERPORT DR, LOUISVILLE, KY, 40258",21,
"GREENWOOD RD / NANCY LN, LOUISVILLE, KY, 40258",21,
"GREENWOOD RD, LOUISVILLE, KY, 40258",21,
"GWENDOLYN ST / S PRESTON ST, LOUISVILLE, KY, 40203",21,
"HOUNZ LANE PARK, LOUISVILLE, KY, 40223",21,
"I264E / TAYLORSVILLE RD, LOUISVILLE, KY, 40220",21,
"I64E / GRINSTEAD DR, LOUISVILLE, KY, 40206",21,
"KLONDIKE LN / MID DALE LN, LOUISVILLE, KY, 40218",21,
"LA GRANGE RD, LOUISVILLE, KY, 40222",21,
"LYNDON LN / WESTPORT RD, LOUISVILLE, KY, 40222",21,
"LYNN ST / S PRESTON ST, LOUISVILLE, KY, 40217",21,
"LYNNHURST AVE / WHITMORE AVE, LOUISVILLE, KY, 40215",21,
"MAGAZINE ST / ROY WILKINS AVE, LOUISVILLE, KY, 40203",21,
"MEMORY LN / TERRY RD, LOUISVILLE, KY, 40258",21,
"N 19TH ST / GRIFFITHS AVE, LOUISVILLE, KY, 40203",21,
"N 21ST ST / W MAIN ST, LOUISVILLE, KY, 40203",21,
"N 8TH ST / W MAIN ST, LOUISVILLE, KY, 40202",21,
"N 8TH ST / W WASHINGTON ST, LOUISVILLE, KY, 40202",21,
"N SPRING ST / STORY AVE, LOUISVILLE, KY, 40206",21,
"NATIONAL TPKE / NEW VENTURE DR, LOUISVILLE, KY, 40214",21,
"OUTER LOOP / TOLLS LN, LOUISVILLE, KY, 40214",21,
"PRESTON HWY / ULRICH AVE, LOUISVILLE, KY, 40219",21,
"S 12TH ST / W KENTUCKY ST, LOUISVILLE, KY, 40210",21,
"S 15TH ST / W KENTUCKY ST, LOUISVILLE, KY, 40210",21,
"S 15TH ST / W ORMSBY AVE, LOUISVILLE, KY, 40210",21,
"S 16TH ST / HALE AVE, LOUISVILLE, KY, 40210",21,
"S 19TH ST / CEDAR ST, LOUISVILLE, KY, 40203",21,
"S 1ST ST / E MAGNOLIA AVE, LOUISVILLE, KY, 40208",21,
"S 24TH ST / GARLAND AVE, LOUISVILLE, KY, 40211",21,
"S 24TH ST / MAPLE ST, LOUISVILLE, KY, 40211",21,
"S 28TH ST / HALE AVE, LOUISVILLE, KY, 40211",21,
"S 30TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40212",21,
"S 31ST ST / DR WILLIAM G WEATHERS DR, LOUISVILLE, KY, 40211",21,
"S 31ST ST / GARLAND AVE, LOUISVILLE, KY, 40211",21,
"S 32ND ST / RIVER PARK DR, LOUISVILLE, KY, 40211",21,
"S 37TH ST / RIVER PARK DR, LOUISVILLE, KY, 40211",21,
"S 38TH ST / RIVER PARK DR, LOUISVILLE, KY, 40211",21,
"S 5TH ST / IOWA AVE, LOUISVILLE, KY, 40208",21,
"S 5TH ST / W GAULBERT AVE, LOUISVILLE, KY, 40208",21,
"S 7TH ST / YORK ST, LOUISVILLE, KY, 40203",21,
"S BROOK ST, LOUISVILLE, KY, 40203",21,
"S FLOYD ST / E HILL ST, LOUISVILLE, KY, 40208",21,
"S JACKSON ST / E MAIN ST, LOUISVILLE, KY, 40202",21,
"SHINGO AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",21,
"W FERN VALLEY RD / PRESTON HWY, LOUISVILLE, KY, 40219",21,
"100 BLANKENBAKER PKY, LOUISVILLE, KY, 40243",20,
"100 HUNTINGTON RIDGE DR, LOUISVILLE, KY, 40223",20,
"1000 WINDSONG WAY, LOUISVILLE, KY, 40207",20,
"10300 U S HIGHWAY 42, LOUISVILLE, KY, 40059",20,
"10900 GREENBELT HWY, LOUISVILLE, KY, 40258",20,
"1200 ELDERBERRY RIDGE LN, LOUISVILLE, KY, 40272",20,
"1400 OLEANDA AVE, LOUISVILLE, KY, 40215",20,
"1500 CAYUGA ST, LOUISVILLE, KY, 40215",20,
"1500 PETUNIA AVE, LOUISVILLE, KY, 40218",20,
"2100 DEERCROSS DR, LOUISVILLE, KY, 40220",20,
"2200 BOULEVARD NAPOLEON, LOUISVILLE, KY, 40205",20,
"2800 DANZIG PL, LOUISVILLE, KY, 40245",20,
"2800 N HURSTBOURNE PKY, LOUISVILLE, KY, 40223",20,
"2900 7TH STREET RD, LOUISVILLE, KY, NA",20,
"3000 RODMAN ST, LOUISVILLE, KY, 40208",20,
"4600 LYNNBROOK DR, LOUISVILLE, KY, 40220",20,
"5200 COMMERCE CROSSINGS DR, LOUISVILLE, KY, 40229",20,
"5200 HASBROOK DR, LOUISVILLE, KY, 40229",20,
"5300 WINDY WILLOW DR, LOUISVILLE, KY, 40241",20,
"6000 BAY PINE DR, LOUISVILLE, KY, 40219",20,
"6100 ERICA WAY, LOUISVILLE, KY, 40272",20,
"7TH STREET RD / PHYLLIS AVE, LOUISVILLE, KY, 40215",20,
"800 BAXTER AVE, LOUISVILLE, KY, 40204",20,
"800 FLORHAM PL, LOUISVILLE, KY, 40208",20,
"8200 TOLLS LN, LOUISVILLE, KY, 40214",20,
"ALLSTON AVE / DIXIE HWY, LOUISVILLE, KY, 40210",20,
"BARDSTOWN RD / MEADOW DR, LOUISVILLE, KY, 40218",20,
"BARDSTOWN RD / WOODBOURNE AVE, LOUISVILLE, KY, 40205",20,
"BEECHBROOK RD / NORBROOK DR, LOUISVILLE, KY, 40218",20,
"BEECHER ST / CLIFF AVE, LOUISVILLE, KY, 40215",20,
"BELMONT RD / PEABODY LN, LOUISVILLE, KY, 40218",20,
"BICKNELL AVE / WOODRUFF AVE, LOUISVILLE, KY, 40215",20,
"BROWNSBORO RD / MOUNT HOLLY AVE, LOUISVILLE, KY, 40206",20,
"CALDWELL ST / S CLAY ST, LOUISVILLE, KY, 40203",20,
"CAMP ST / S HANCOCK ST, LOUISVILLE, KY, 40203",20,
"CENTRAL AVE / COLORADO AVE, LOUISVILLE, KY, 40208",20,
"CHAMBERLAIN LN / COLLINS LN, LOUISVILLE, KY, 40245",20,
