address_string,n,coords
"S 23RD ST / W KENTUCKY ST, LOUISVILLE, KY, 40210",47,
"S 3RD ST / YORK ST, LOUISVILLE, KY, 40203",47,
"S 41ST ST / RIVER PARK DR, LOUISVILLE, KY, 40211",47,
"S 4TH ST / PARK AVE, LOUISVILLE, KY, 40208",47,
"S 8TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40203",47,
"S 9TH ST / W KENTUCKY ST, LOUISVILLE, KY, 40203",47,
"S BROOK ST / E COLLEGE ST, LOUISVILLE, KY, 40203",47,
"S CLAY ST / E MARKET ST, LOUISVILLE, KY, 40202",47,
"1600 LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40211",46,
"6300 MCCANDLESS CIR, LOUISVILLE, KY, 40272",46,
"6700 CRAWFORD CROSSING PL, LOUISVILLE, KY, 40258",46,
"800 S 15TH ST, LOUISVILLE, KY, 40210",46,
"9700 VON ALLMEN CT, LOUISVILLE, KY, 40241",46,
"BAXTER AVE / PAYNE ST, LOUISVILLE, KY, 40204",46,
"BLUE LICK RD, LOUISVILLE, KY, 40219",46,
"DIXIE HWY / VORSTER AVE, LOUISVILLE, KY, 40210",46,
"I264E / BARDSTOWN RD, LOUISVILLE, KY, 40218",46,
"LARCHMONT AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",46,
"N 38TH ST / BANK ST, LOUISVILLE, KY, 40212",46,
"NEW LA GRANGE RD / WHIPPS MILL RD, LOUISVILLE, KY, 40242",46,
"NOLTEMEYER WYNDE / OUTER LOOP, LOUISVILLE, KY, 40219",46,
"S 6TH ST / W BRECKINRIDGE ST, LOUISVILLE, KY, 40203",46,
"S 6TH ST / W MARKET ST, LOUISVILLE, KY, 40202",46,
"S CLAY ST / ROSELANE ST, LOUISVILLE, KY, 40203",46,
"SOUTHGATE AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",46,
"WF - LINCOLN LOT, LOUISVILLE, KY, 40206",46,
"400 GEORGE UNSELD TER, LOUISVILLE, KY, 40203",45,
"4100 STONY RIDGE RD, LOUISVILLE, KY, 40299",45,
"BARDSTOWN RD / DOUGLASS BLVD, LOUISVILLE, KY, 40205",45,
"BARDSTOWN RD / PATTERSON AVE, LOUISVILLE, KY, 40204",45,
"BAXTER AVE / E LIBERTY ST, LOUISVILLE, KY, 40204",45,
"DIXIE HWY / MILLERS LN, LOUISVILLE, KY, 40216",45,
"DIXIE HWY, LOUISVILLE, KY, 40216",45,
"DR W J HODGE ST / W MADISON ST, LOUISVILLE, KY, 40203",45,
"MARKWELL LN / PRESTON HWY, LOUISVILLE, KY, 40219",45,
"S 11TH ST / FISK CT, LOUISVILLE, KY, 40203",45,
"S 3RD ST / W ST CATHERINE ST, LOUISVILLE, KY, 40203",45,
"S 43RD ST / W MARKET ST, LOUISVILLE, KY, 40212",45,
"S FLOYD ST / E KENTUCKY ST, LOUISVILLE, KY, 40203",45,
"S JACKSON ST / E JEFFERSON ST, LOUISVILLE, KY, 40202",45,
"W ASHLAND AVE, LOUISVILLE, KY, 40215",45,
"10000 ASHBY FARM DR, LOUISVILLE, KY, 40272",44,
"1300 BECKLEY CREEK PKY, LOUISVILLE, KY, 40245",44,
"5600 SHOREWOOD DR, LOUISVILLE, KY, 40214",44,
"6200 VALLEY FOREST DR, LOUISVILLE, KY, 40219",44,
"ALANADALE DR / DIXIE HWY, LOUISVILLE, KY, 40272",44,
"BARDSTOWN RD / BRECKENRIDGE LN, LOUISVILLE, KY, 40218",44,
"BAXTER AVE / MORTON AVE, LOUISVILLE, KY, 40204",44,
"CANE RUN RD / TERRY RD, LOUISVILLE, KY, 40216",44,
"DIXIE HWY / MOORMAN RD, LOUISVILLE, KY, 40272",44,
"DIXIE HWY / STEPHAN DR, LOUISVILLE, KY, 40258",44,
"DR W J HODGE ST / GREENWOOD AVE, LOUISVILLE, KY, 40210",44,
"E KENTUCKY ST / S PRESTON ST, LOUISVILLE, KY, 40203",44,
"I264E / POPLAR LEVEL RD, LOUISVILLE, KY, 40213",44,
"N 19TH ST / W MAIN ST, LOUISVILLE, KY, 40203",44,
"N 25TH ST / ST XAVIER ST, LOUISVILLE, KY, 40212",44,
"NATIONAL TPKE / YORKTOWN RD, LOUISVILLE, KY, 40214",44,
"S 16TH ST / GARLAND AVE, LOUISVILLE, KY, 40210",44,
"S 16TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40203",44,
"S 1ST ST / E BRECKINRIDGE ST, LOUISVILLE, KY, 40203",44,
"S 2ND ST / GUTHRIE ST, LOUISVILLE, KY, 40202",44,
"S 4TH ST / W BRECKINRIDGE ST, LOUISVILLE, KY, 40203",44,
"S BROOK ST / E JEFFERSON ST, LOUISVILLE, KY, 40202",44,
"W LIBERTY ST / ROY WILKINS AVE, LOUISVILLE, KY, 40203",44,
"1300 HUNTINGTON LN, LOUISVILLE, KY, 40219",43,
"500 W SOUTHLAND BLVD, LOUISVILLE, KY, 40214",43,
"5500 MINOR LN, LOUISVILLE, KY, 40219",43,
"600 ROSELANE ST, LOUISVILLE, KY, 40203",43,
"BARDSTOWN RD / EDGELAND AVE, LOUISVILLE, KY, 40204",43,
"BARDSTOWN RD / FERN CREEK RD, LOUISVILLE, KY, 40291",43,
"BARDSTOWN RD / WATTERSON TRL, LOUISVILLE, KY, 40291",43,
"CANAL ST / PRESTON HWY, LOUISVILLE, KY, 40219",43,
"DIXIE HWY, LOUISVILLE, KY, 40258",43,
"DR W J HODGE ST / W JEFFERSON ST, LOUISVILLE, KY, 40203",43,
"E BRECKINRIDGE ST / S FLOYD ST, LOUISVILLE, KY, 40203",43,
"GILMORE LN / POPLAR LEVEL RD, LOUISVILLE, KY, 40213",43,
"I 264 RAMP / POPLAR LEVEL RD, LOUISVILLE, KY, 40213",43,
"N 29TH ST / PORTLAND AVE, LOUISVILLE, KY, 40212",43,
"RANGELAND RD / ROBINWOOD RD, LOUISVILLE, KY, 40219",43,
"S 26TH ST / HOWARD ST, LOUISVILLE, KY, 40211",43,
"S 29TH ST / GREENWOOD AVE, LOUISVILLE, KY, 40211",43,
"S 30TH ST / W MADISON ST, LOUISVILLE, KY, 40211",43,
"S 3RD ST / W MARKET ST, LOUISVILLE, KY, 40202",43,
"S 42ND ST / W MARKET ST, LOUISVILLE, KY, 40212",43,
"S JACKSON ST / LAMPTON ST, LOUISVILLE, KY, 40203",43,
"WF - SILVER LOT, LOUISVILLE, KY, 40206",43,
"1000 LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40211",42,
"1000 S 15TH ST, LOUISVILLE, KY, 40210",42,
"1300 W BROADWAY, LOUISVILLE, KY, 40203",42,
"1700 RANGELAND RD, LOUISVILLE, KY, 40219",42,
"3900 SHELBYVILLE RD, LOUISVILLE, KY, NA",42,
"5300 VALLEY STATION RD, LOUISVILLE, KY, 40272",42,
"600 SCHOLAR HOUSE CT, LOUISVILLE, KY, 40217",42,
"7900 BRIARCLIFF RD, LOUISVILLE, KY, 40219",42,
"9500 LA GRANGE RD, LOUISVILLE, KY, 40242",42,
"ARMORY PL / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40202",42,
"BRENT ST / E BROADWAY, LOUISVILLE, KY, 40204",42,
"CARLISLE AVE, LOUISVILLE, KY, 40215",42,
"E BRECKINRIDGE ST / S CLAY ST, LOUISVILLE, KY, 40203",42,
"E MAIN ST / N PRESTON ST, LOUISVILLE, KY, 40202",42,
"ELDERWOOD WAY / MANSLICK RD, LOUISVILLE, KY, 40215",42,
"FAIRDALE RD / MOUNT HOLLY RD, LOUISVILLE, KY, 40118",42,
"N 25TH ST / BANK ST, LOUISVILLE, KY, 40212",42,
"N 25TH ST / ROWAN ST, LOUISVILLE, KY, 40212",42,
"POPLAR LEVEL RD / TAYLOR AVE, LOUISVILLE, KY, 40213",42,
"S 19TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40203",42,
"S 32ND ST / GRAND AVE, LOUISVILLE, KY, 40211",42,
"S 32ND ST / VIRGINIA AVE, LOUISVILLE, KY, 40211",42,
"S 3RD ST / W GAULBERT AVE, LOUISVILLE, KY, 40208",42,
"SHEPHERDSVILLE RD / WHISPERING HILLS BLVD, LOUISVILLE, KY, 40219",42,
"1100 LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40211",41,
"12500 SYCAMORE STATION PL, LOUISVILLE, KY, 40299",41,
"1600 LINDA WAY, LOUISVILLE, KY, 40216",41,
"2300 MAPLE ST, LOUISVILLE, KY, 40211",41,
"3RD STREET RD / STONESTREET RD, LOUISVILLE, KY, 40272",41,
"4500 GREENWOOD RD, LOUISVILLE, KY, 40258",41,
"5500 OVERBROOK WOODS PL, LOUISVILLE, KY, 40291",41,
"7200 VAUGHN MILL RD, LOUISVILLE, KY, 40228",41,
"ARLING AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",41,
"BARDSTOWN RD / SPEED AVE, LOUISVILLE, KY, 40205",41,
"CLARA AVE / LESTER AVE, LOUISVILLE, KY, 40215",41,
"CRITTENDEN DR / WARNOCK ST, LOUISVILLE, KY, 40217",41,
"DR W J HODGE ST / GARLAND AVE, LOUISVILLE, KY, 40210",41,
"I264W / TAYLOR BLVD, LOUISVILLE, KY, 40215",41,
"MOSER RD / SHELBYVILLE RD, LOUISVILLE, KY, 40223",41,
"MOUNT WASHINGTON RD / PRESTON HWY, LOUISVILLE, KY, 40229",41,
"N 10TH ST / W MAIN ST, LOUISVILLE, KY, 40202",41,
"N 24TH ST / PORTLAND AVE, LOUISVILLE, KY, 40212",41,
"N 25TH ST / GRIFFITHS AVE, LOUISVILLE, KY, 40212",41,
"RIVER PARK DR / I264, LOUISVILLE, KY, 40211",41,
"S 11TH ST / W MARKET ST, LOUISVILLE, KY, 40203",41,
"S 16TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",41,
"S 18TH ST / MAGAZINE ST, LOUISVILLE, KY, 40203",41,
"S 26TH ST / W OAK ST, LOUISVILLE, KY, 40210",41,
"S 3RD ST / W BRECKINRIDGE ST, LOUISVILLE, KY, 40203",41,
"S 3RD ST / W MAGNOLIA AVE, LOUISVILLE, KY, 40208",41,
"S 5TH ST / W MAIN ST, LOUISVILLE, KY, 40202",41,
"S BROOK ST / E JACOB ST, LOUISVILLE, KY, 40203",41,
"W PAGES LN / TERRY RD, LOUISVILLE, KY, 40258",41,
"1400 HUNTINGTON LN, LOUISVILLE, KY, 40219",40,
"1600 NORRIS PL, LOUISVILLE, KY, 40205",40,
"2700 HOLLY PARK DR, LOUISVILLE, KY, 40214",40,
"3000 BROWNSBORO RD, LOUISVILLE, KY, 40206",40,
"900 WILLOW SPRINGS DR, LOUISVILLE, KY, 40242",40,
"BARDSTOWN RD / STEVENS AVE, LOUISVILLE, KY, 40205",40,
"BRECKENRIDGE LN, LOUISVILLE, KY, 40220",40,
"DIXIE HWY / OSAGE AVE, LOUISVILLE, KY, 40210",40,
"DIXIE HWY / ROCKFORD LN, LOUISVILLE, KY, 40216",40,
"E BRECKINRIDGE ST / S SHELBY ST, LOUISVILLE, KY, 40203",40,
"GOLDSMITH LN / NEWBURG RD, LOUISVILLE, KY, 40218",40,
"I265N / NEW CUT RD, LOUISVILLE, KY, 40118",40,
"LOUIS COLEMAN JR DR / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40212",40,
"N 4TH ST / W MAIN ST, LOUISVILLE, KY, 40202",40,
"N CLAY ST / E WITHERSPOON ST, LOUISVILLE, KY, 40202",40,
"OKOLONA TER / PRESTON HWY, LOUISVILLE, KY, 40219",40,
"S 12TH ST / LIBERTY CT, LOUISVILLE, KY, 40203",40,
"S 12TH ST / W OAK ST, LOUISVILLE, KY, 40210",40,
"S 19TH ST / W MARKET ST, LOUISVILLE, KY, 40203",40,
"S 19TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40203",40,
"S 20TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",40,
"S 22ND ST / W HILL ST, LOUISVILLE, KY, 40210",40,
"S 3RD ST / W WELLINGTON AVE, LOUISVILLE, KY, 40214",40,
"S 6TH ST / W HILL ST, LOUISVILLE, KY, 40208",40,
"S 8TH ST / W MARKET ST, LOUISVILLE, KY, 40202",40,
"S HANCOCK ST / E JACOB ST, LOUISVILLE, KY, 40203",40,
"TAYLOR BLVD / WINKLER AVE, LOUISVILLE, KY, 40208",40,
"1800 BASHFORD MANOR LN, LOUISVILLE, KY, 40218",39,
"4000 SUMMIT PLAZA DR, LOUISVILLE, KY, 40241",39,
"4100 SUMMIT PLAZA DR, LOUISVILLE, KY, 40241",39,
"4400 ARROYO TRL, LOUISVILLE, KY, 40229",39,
"5600 GREENBLUFF RD, LOUISVILLE, KY, 40219",39,
"6700 MANSLICK RD, LOUISVILLE, KY, 40214",39,
"7700 GREENWOOD RD, LOUISVILLE, KY, 40258",39,
"8000 WOOD CREEK CT, LOUISVILLE, KY, 40222",39,
"900 E MAIN ST, LOUISVILLE, KY, 40206",39,
"9900 BUCKINGHAM DR, LOUISVILLE, KY, 40219",39,
"CONN ST / TAYLOR BLVD, LOUISVILLE, KY, 40215",39,
"I264W / BARDSTOWN RD, LOUISVILLE, KY, 40205",39,
"I264W / POPLAR LEVEL RD, LOUISVILLE, KY, 40213",39,
"I265S / NEW CUT RD, LOUISVILLE, KY, 40118",39,
"N 20TH ST / DUNCAN ST, LOUISVILLE, KY, 40203",39,
"N 24TH ST / LYTLE ST, LOUISVILLE, KY, 40212",39,
"N CLAY ST / FRANKLIN ST, LOUISVILLE, KY, 40202",39,
"NEWBURG RD / SHEPHERDSVILLE RD, LOUISVILLE, KY, 40218",39,
"PRESTON HWY / I265, LOUISVILLE, KY, 40229",39,
"S 17TH ST / W ORMSBY AVE, LOUISVILLE, KY, 40210",39,
"S 23RD ST / W OAK ST, LOUISVILLE, KY, 40210",39,
"S 29TH ST / W KENTUCKY ST, LOUISVILLE, KY, 40211",39,
"S 2ND ST / W HILL ST, LOUISVILLE, KY, 40208",39,
"S 3RD ST / W HILL ST, LOUISVILLE, KY, 40208",39,
"S 7TH ST / MAGAZINE ST, LOUISVILLE, KY, 40203",39,
"S 7TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",39,
"S 7TH ST / W LIBERTY ST, LOUISVILLE, KY, 40202",39,
"S 9TH ST, LOUISVILLE, KY, 40203",39,
"SHELBYVILLE RD / URTON LN, LOUISVILLE, KY, 40223",39,
"100 DOUGLAS PARK, LOUISVILLE, KY, 40214",38,
"100 S HURSTBOURNE PKY, LOUISVILLE, KY, 40222",38,
"1000 MINOR LN, LOUISVILLE, KY, 40219",38,
"1500 RIVER SHORE DR, LOUISVILLE, KY, 40206",38,
"400 MOCKINGBIRD VALLEY RD, LOUISVILLE, KY, 40207",38,
"5500 FERNFIELD DR, LOUISVILLE, KY, 40219",38,
"6800 RECOVERY RD, LOUISVILLE, KY, 40214",38,
"BLUEGRASS AVE / MANSLICK RD, LOUISVILLE, KY, 40215",38,
"CAMP ST / S JACKSON ST, LOUISVILLE, KY, 40203",38,
"CLIFF AVE / DENMARK ST, LOUISVILLE, KY, 40215",38,
"DATE ST / DIXIE HWY, LOUISVILLE, KY, 40210",38,
"DIXIE HWY / ROCKFORD LN, LOUISVILLE, KY, NA",38,
"ELLIOTT PARK, LOUISVILLE, KY, 40211",38,
"I65S / FERN VALLEY RD, LOUISVILLE, KY, 40213",38,
"JEFFERSON BLVD / OUTER LOOP, LOUISVILLE, KY, 40219",38,
"LOWER HUNTERS TRCE / TERRY RD, LOUISVILLE, KY, 40258",38,
"N 22ND ST / ROWAN ST, LOUISVILLE, KY, 40212",38,
"S 17TH ST / W MARKET ST, LOUISVILLE, KY, 40203",38,
"S 1ST ST / E COLLEGE ST, LOUISVILLE, KY, 40203",38,
"S 1ST ST / E ORMSBY AVE, LOUISVILLE, KY, 40203",38,
"S 22ND ST / ALGONQUIN PKY, LOUISVILLE, KY, 40210",38,
"S 39TH ST / W MARKET ST, LOUISVILLE, KY, 40212",38,
"S 41ST ST / LARKWOOD AVE, LOUISVILLE, KY, 40212",38,
"S 5TH ST / HEYWOOD AVE, LOUISVILLE, KY, 40208",38,
"S HURSTBOURNE PKY / WATTERSON TRL, LOUISVILLE, KY, 40299",38,
"WF - GREEN LOT, LOUISVILLE, KY, 40202",38,
"10600 FISCHER PARK DR, LOUISVILLE, KY, 40241",37,
"5100 U S HIGHWAY 42, LOUISVILLE, KY, 40241",37,
"5800 CHALET CIR, LOUISVILLE, KY, 40228",37,
"8000 ST ANDREWS CHURCH RD, LOUISVILLE, KY, 40258",37,
"ALGONQUIN PKY / BEECH ST, LOUISVILLE, KY, 40210",37,
"ALGONQUIN PKY / MCCLOSKEY AVE, LOUISVILLE, KY, 40210",37,
"BARDSTOWN RD / BEECHWOOD AVE, LOUISVILLE, KY, 40204",37,
"BAXTER AVE / HEPBURN AVE, LOUISVILLE, KY, 40204",37,
"BLEVINS GAP RD / E ORELL RD, LOUISVILLE, KY, 40272",37,
"DIXIE HWY / W GAULBERT AVE, LOUISVILLE, KY, 40210",37,
"DR W J HODGE ST / MAGAZINE ST, LOUISVILLE, KY, 40203",37,
"E BRECKINRIDGE ST / S PRESTON ST, LOUISVILLE, KY, 40203",37,
"E BROADWAY / RUBEL AVE, LOUISVILLE, KY, 40204",37,
"E BROADWAY / S CAMPBELL ST, LOUISVILLE, KY, 40204",37,
"N 24TH ST / DUNCAN ST, LOUISVILLE, KY, 40212",37,
"N EWING AVE / FRANKFORT AVE, LOUISVILLE, KY, 40206",37,
"NATIONAL TPKE / I265, LOUISVILLE, KY, 40118",37,
"PHILLIPS LN / PRESTON HWY, LOUISVILLE, KY, 40213",37,
"S 11TH ST / MAGAZINE ST, LOUISVILLE, KY, 40203",37,
"S 17TH ST / W ST CATHERINE ST, LOUISVILLE, KY, 40210",37,
"S 22ND ST / HALE AVE, LOUISVILLE, KY, 40210",37,
"S 24TH ST / CEDAR ST, LOUISVILLE, KY, 40212",37,
"S 29TH ST / W MADISON ST, LOUISVILLE, KY, 40211",37,
"S 35TH ST / W MARKET ST, LOUISVILLE, KY, 40212",37,
"S 3RD ST / W FAIRMONT AVE, LOUISVILLE, KY, 40214",37,
"S 3RD ST / W KENTUCKY ST, LOUISVILLE, KY, 40203",37,
"S 6TH ST / W KENTUCKY ST, LOUISVILLE, KY, 40203",37,
"S FLOYD ST / WOODBINE ST, LOUISVILLE, KY, 40208",37,
"1100 ULRICH AVE, LOUISVILLE, KY, 40219",36,
"12500 SAXONY PARK CIR, LOUISVILLE, KY, 40299",36,
"2800 CLARK RUN RD, LOUISVILLE, KY, 40216",36,
"3RD STREET RD / E PAGES LN, LOUISVILLE, KY, 40272",36,
"7TH STREET RD / MANSLICK RD, LOUISVILLE, KY, 40216",36,
"9800 NORMIE LN, LOUISVILLE, KY, 40229",36,
"BARDSTOWN RD / LUCIA AVE, LOUISVILLE, KY, 40204",36,
"CANE RUN RD / KRAMERS LN, LOUISVILLE, KY, 40216",36,
"CECIL AVE / W MARKET ST, LOUISVILLE, KY, 40212",36,
"CENTRAL AVE / S FLOYD ST, LOUISVILLE, KY, 40209",36,
"DIXIE HWY / GALLAGHER ST, LOUISVILLE, KY, 40210",36,
"E COLLEGE ST / S FLOYD ST, LOUISVILLE, KY, 40203",36,
"E KENWOOD DR / SOUTHSIDE DR, LOUISVILLE, KY, 40214",36,
"FACTORY LN / LA GRANGE RD, LOUISVILLE, KY, 40245",36,
"GOLDSMITH LN / KEMMONS DR, LOUISVILLE, KY, 40218",36,
"GOOSE CREEK RD, LOUISVILLE, KY, 40241",36,
"GREENWOOD AVE / LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40211",36,
"N 7TH ST / W MAIN ST, LOUISVILLE, KY, 40202",36,
"N BROOK ST / E WITHERSPOON ST, LOUISVILLE, KY, 40202",36,
"NEW LA GRANGE RD / SHELBYVILLE RD, LOUISVILLE, KY, 40222",36,
"PARK BOUNDARY RD / VALLETTA LN, LOUISVILLE, KY, 40205",36,
"POPLAR LEVEL RD / I264, LOUISVILLE, KY, 40213",36,
"S 18TH ST / W MADISON ST, LOUISVILLE, KY, 40203",36,
"S 1ST ST / CALDWELL ST, LOUISVILLE, KY, 40203",36,
"S 28TH ST / GRAND AVE, LOUISVILLE, KY, 40211",36,
"S 2ND ST / W JACOB ST, LOUISVILLE, KY, 40202",36,
"S 2ND ST / W WOODLAWN AVE, LOUISVILLE, KY, 40214",36,
"S 2ND ST, LOUISVILLE, KY, 40202",36,
"S 41ST ST / HERMAN ST, LOUISVILLE, KY, 40212",36,
"S 45TH ST / W BROADWAY, LOUISVILLE, KY, 40211",36,
"S 7TH ST / W SHIPP AVE, LOUISVILLE, KY, 40208",36,
"S 8TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40202",36,
"S CLAY ST / E MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40202",36,
"S FLOYD ST / E MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40202",36,
"S HANCOCK ST / E MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40202",36,
"S JACKSON ST / E MARKET ST, LOUISVILLE, KY, 40202",36,
"1500 MOONSTONE WAY, LOUISVILLE, KY, 40222",35,
"4200 WILLOWVIEW BLVD, LOUISVILLE, KY, 40299",35,
"5000 MILE OF SUNSHINE DR, LOUISVILLE, KY, 40219",35,
"600 MARRET AVE, LOUISVILLE, KY, 40208",35,
"BARDSTOWN RD / HUDSON LN, LOUISVILLE, KY, 40291",35,
"BLUE LICK RD / HILLPARK DR, LOUISVILLE, KY, 40229",35,
"BLUEGRASS AVE / LONSDALE AVE, LOUISVILLE, KY, 40215",35,
"CARLISLE AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",35,
"CARRICO AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",35,
"DR W J HODGE ST / W MAIN ST, LOUISVILLE, KY, 40203",35,
"E GRAY ST / S HANCOCK ST, LOUISVILLE, KY, 40202",35,
"JUDGE BLVD / OUTER LOOP, LOUISVILLE, KY, 40219",35,
"LA GRANGE RD / LYNDON LN, LOUISVILLE, KY, 40222",35,
"LANGDON DR / WESTPORT RD, LOUISVILLE, KY, 40242",35,
"MANSLICK RD / PALATKA RD, LOUISVILLE, KY, 40214",35,
"N 22ND ST / W MAIN ST, LOUISVILLE, KY, 40212",35,
"OLD FERN VALLEY RD / PRESTON HWY, LOUISVILLE, KY, 40219",35,
"S 20TH ST / MAGAZINE ST, LOUISVILLE, KY, 40203",35,
"S 20TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40203",35,
"S 28TH ST / HOWARD ST, LOUISVILLE, KY, 40211",35,
"S 3RD ST / W JEFFERSON ST, LOUISVILLE, KY, 40202",35,
"S FLOYD ST / WARNOCK ST, LOUISVILLE, KY, 40208",35,
"W ASHLAND AVE / PEACHTREE AVE, LOUISVILLE, KY, 40215",35,
"W JEFFERSON ST / LOUIS COLEMAN JR DR, LOUISVILLE, KY, 40212",35,
"100 ERIC CT, LOUISVILLE, KY, 40219",34,
"2100 PALATKA RD, LOUISVILLE, KY, 40214",34,
"22ND ST / I64E, LOUISVILLE, KY, 40203",34,
"3RD STREET RD / ARNOLDTOWN RD, LOUISVILLE, KY, 40214",34,
"7400 ST ANDREWS CHURCH RD, LOUISVILLE, KY, 40214",34,
"8500 TALLAHATCHIE ST, LOUISVILLE, KY, 40258",34,
"9900 SILO WAY, LOUISVILLE, KY, 40291",34,
"AMY AVE / RIVER PARK DR, LOUISVILLE, KY, 40211",34,
"BARDSTOWN RD, LOUISVILLE, KY, 40205",34,
"BAXTER AVE, LOUISVILLE, KY, 40204",34,
"BLUEGRASS AVE / HAZELWOOD AVE, LOUISVILLE, KY, 40215",34,
"CANE RUN RD / RICHMONT RD, LOUISVILLE, KY, 40216",34,
"GARVIN PL / W ORMSBY AVE, LOUISVILLE, KY, 40203",34,
"GOLDSMITH LN, LOUISVILLE, KY, 40218",34,
"I 64 RAMP / I 64 WEST, LOUISVILLE, KY, 40023",34,
"I65S / I265, LOUISVILLE, KY, 40118",34,
"IROQUOIS AVE / NEW CUT RD, LOUISVILLE, KY, 40214",34,
"N 16TH ST / NORTHWESTERN PKY, LOUISVILLE, KY, 40203",34,
"N 24TH ST / GRIFFITHS AVE, LOUISVILLE, KY, 40212",34,
"N 28TH ST / ROWAN ST, LOUISVILLE, KY, 40212",34,
"PENNACOOK RD / ST ANDREWS CHURCH RD, LOUISVILLE, KY, 40214",34,
"S 10TH ST / W MARKET ST, LOUISVILLE, KY, 40202",34,
"S 16TH ST / W OAK ST, LOUISVILLE, KY, 40210",34,
"S 1ST ST / E HILL ST, LOUISVILLE, KY, 40208",34,
"S 22ND ST / MAPLE ST, LOUISVILLE, KY, 40211",34,
"S 2ND ST / YORK ST, LOUISVILLE, KY, 40202",34,
"S 6TH ST / W ORMSBY AVE, LOUISVILLE, KY, 40203",34,
"S FLOYD ST / E JACOB ST, LOUISVILLE, KY, 40203",34,
"S HANCOCK ST / E LIBERTY ST, LOUISVILLE, KY, 40202",34,
"2000 IVYWOOD PL, LOUISVILLE, KY, 40218",33,
"3200 DEL PARK TER, LOUISVILLE, KY, 40211",33,
"4800 ARROYO TRL, LOUISVILLE, KY, 40229",33,
"7100 MANSLICK RD, LOUISVILLE, KY, 40214",33,
"8900 RILEY AVE, LOUISVILLE, KY, 40242",33,
"AMY AVE / VERMONT AVE, LOUISVILLE, KY, 40211",33,
"COOPER CHAPEL RD / PRESTON HWY, LOUISVILLE, KY, 40229",33,
"CRUMS LN / DIXIE HWY, LOUISVILLE, KY, 40216",33,
"DATE ST / DR W J HODGE ST, LOUISVILLE, KY, 40210",33,
"DIXIE HWY / FLINTLOCK DR, LOUISVILLE, KY, 40216",33,
"DIXIE HWY / MARYMAN RD, LOUISVILLE, KY, 40258",33,
"E CHESTNUT ST / S FLOYD ST, LOUISVILLE, KY, 40202",33,
"EXTREME PARK, LOUISVILLE, KY, 40202",33,
"GRINSTEAD DR, LOUISVILLE, KY, 40206",33,
"INVERNESS AVE / NEW CUT RD, LOUISVILLE, KY, 40214",33,
"LINCOLN AVE / POPLAR LEVEL RD, LOUISVILLE, KY, 40213",33,
"N 22ND ST / ST XAVIER ST, LOUISVILLE, KY, 40212",33,
"N 24TH ST / ROWAN ST, LOUISVILLE, KY, 40212",33,
"N 27TH ST / PORTLAND AVE, LOUISVILLE, KY, 40212",33,
"N 29TH ST / W MAIN ST, LOUISVILLE, KY, 40212",33,
"N FLOYD ST / E WASHINGTON ST, LOUISVILLE, KY, 40202",33,
"PINECROFT DR / PRESTON HWY, LOUISVILLE, KY, 40219",33,
"S 10TH ST / CEDAR CT, LOUISVILLE, KY, 40203",33,
"S 26TH ST / GRAND AVE, LOUISVILLE, KY, 40210",33,
"S 27TH ST / CEDAR ST, LOUISVILLE, KY, 40212",33,
"S 37TH ST / W MARKET ST, LOUISVILLE, KY, 40212",33,
"S 3RD ST / W KENTON ST, LOUISVILLE, KY, 40214",33,
"S 6TH ST / CEDAR ST, LOUISVILLE, KY, 40202",33,
"S BROOK ST / E KENTUCKY ST, LOUISVILLE, KY, 40203",33,
"S JACKSON ST / E JACOB ST, LOUISVILLE, KY, 40203",33,
"SOUTHERN PKY / TAYLOR BLVD, LOUISVILLE, KY, 40214",33,
"TAYLOR BLVD / THORNBERRY AVE, LOUISVILLE, KY, 40215",33,
"UPPER HUNTERS TRCE / WELLSWORTH AVE, LOUISVILLE, KY, 40216",33,
"11600 APEX VIEW DR, LOUISVILLE, KY, 40229",32,
"1300 BATES AVE, LOUISVILLE, KY, 40219",32,
"1300 S BECKLEY STATION RD, LOUISVILLE, KY, 40245",32,
"200 E JACOB ST, LOUISVILLE, KY, 40203",32,
