address_string,n,coords,google_lat,google_lon,centroid
"GENE PAULIN WAY / GLENGARRY DR, LOUISVILLE, KY, 40118",4,,,,
"GEORGE HAUCK WAY / GOSS AVE, LOUISVILLE, KY, 40217",4,,,,
"GHEENS AVE / MITSCHER AVE, LOUISVILLE, KY, 40214",4,,,,
"GHEENS AVE, LOUISVILLE, KY, 40214",4,,,,
"GILMORE LN / GILMORE INDUSTRIAL BLVD, LOUISVILLE, KY, 40213",4,,,,
"GIRARD DR / KING ARTHUR LN, LOUISVILLE, KY, 40222",4,,,,
"GLASER LN / OLD BOUNDARY RD, LOUISVILLE, KY, 40291",4,,,,
"GLENDORA AVE / W MARKET ST, LOUISVILLE, KY, 40212",4,,,,
"GLENGARRY DR / ROSSHIRE DR, LOUISVILLE, KY, 40118",4,,,,
"GLENGYLE AVE / SHEPHERDSVILLE RD, LOUISVILLE, KY, NA",4,,,,
"GLENSFORD DR / LAKE FOREST DR, LOUISVILLE, KY, 40245",4,,,,
"GORHAM WAY / SHADOW CREEK WAY, LOUISVILLE, KY, 40291",4,,,,
"GRAFTON HALL RD / HANEY WAY, LOUISVILLE, KY, 40272",4,,,,
"GRAND AVE / SOUTHWESTERN PKY, LOUISVILLE, KY, 40211",4,,,,
"GRANDFIELD RD / GRANDFIELD WAY, LOUISVILLE, KY, 40258",4,,,,
"GRAYMOOR PLACE DR / WESTPORT RD, LOUISVILLE, KY, NA",4,,,,
"GREENWOOD RD / HELEN AVE, LOUISVILLE, KY, 40258",4,,,,
"GRENADE AVE / POPLAR LEVEL RD, LOUISVILLE, KY, 40213",4,,,,
"GRINSTEAD CT / GRINSTEAD DR, LOUISVILLE, KY, 40204",4,,,,
"GRINSTEAD DR / I64W, LOUISVILLE, KY, 40206",4,,,,
"GRINSTEAD DR / STILZ AVE, LOUISVILLE, KY, 40206",4,,,,
"GRINSTEAD DR / UPLAND RD, LOUISVILLE, KY, 40206",4,,,,
"GRINSTEAD DR / WINTER AVE, LOUISVILLE, KY, 40204",4,,,,
"GUARDING CT / PRESTON, LOUISVILLE, KY, 40291",4,,,,
"HALE AVE / HOPEFUL WAY, LOUISVILLE, KY, 40210",4,,,,
"HALIFAX DR / MURPHY LN, LOUISVILLE, KY, 40241",4,,,,
"HALIFAX DR / SHENANDOAH DR, LOUISVILLE, KY, 40241",4,,,,
"HANSES DR / POPLAR LEVEL RD, LOUISVILLE, KY, 40219",4,,,,
"HARTWELL CT / TERESA PL, LOUISVILLE, KY, 40214",4,,,,
"HASBROOK DR / HOLGATE DR, LOUISVILLE, KY, 40229",4,,,,
"HASKIN AVE / LONSDALE AVE, LOUISVILLE, KY, 40215",4,,,,
"HAZEL ST/BROADWAY, LOUISVILLE, KY, NA",4,,,,
"HAZELWOOD AVE / LAWSON LN, LOUISVILLE, KY, 40214",4,,,,
"HEAFER RD / HERSFIELD RD, LOUISVILLE, KY, 40223",4,,,,
"HENDERSON AVE / MORGAN AVE, LOUISVILLE, KY, 40213",4,,,,
"HENDRIK DR / WATTERSON TRL, LOUISVILLE, KY, 40299",4,,,,
"HENRY AVE / MATHA AVE, LOUISVILLE, KY, 40215",4,,,,
"HENRY FIRPO ST / S SHELBY ST, LOUISVILLE, KY, 40203",4,,,,
"HERMITAGE WAY, LOUISVILLE, KY, 40242",4,,,,
"HERR LN / LYNDON LN, LOUISVILLE, KY, 40222",4,,,,
"HERR LN / WESBORO RD, LOUISVILLE, KY, 40222",4,,,,
"HERR LN / WESTLYNNE WAY, LOUISVILLE, KY, 40222",4,,,,
"HERR LN / WESTLYNNE WAY, LOUISVILLE, KY, NA",4,,,,
"HICKORY ST, LOUISVILLE, KY, 40217",4,,,,
"HIGHLAND AVE / BAXTER AVE, LOUISVILLE, KY, 40204",4,,,,
"HIGHLAND AVE / VINE ST, LOUISVILLE, KY, 40204",4,,,,
"HIKES LN / MELBOURNE AVE, LOUISVILLE, KY, 40220",4,,,,
"HIKES LN / SHEPHERDSVILLE RD, LOUISVILLE, KY, NA",4,,,,
"HIKES LN / WILLMAR AVE, LOUISVILLE, KY, 40218",4,,,,
"HILLVIEW AVE / WESSEL AVE, LOUISVILLE, KY, 40216",4,,,,
"HILLVIEW WOODS PKY / MUD LN, LOUISVILLE, KY, 40229",4,,,,
"HOERTZ AVE / SYLVIA ST, LOUISVILLE, KY, 40217",4,,,,
"HOGARTH DR / LINN STATION RD, LOUISVILLE, KY, 40222",4,,,,
"HOLIDAY PARK / MINOR LN, LOUISVILLE, KY, 40219",4,,,,
"HOMEVIEW DR / UTAH AVE, LOUISVILLE, KY, 40215",4,,,,
"HOSTA LN / MIMOSA DR, LOUISVILLE, KY, 40258",4,,,,
"HUNSINGER LN / SIX MILE LN, LOUISVILLE, KY, 40220",4,,,,
"HUNTER AVE / WALTER AVE, LOUISVILLE, KY, 40215",4,,,,
"I 0265, LOUISVILLE, KY, NA",4,,,,
"I 264 RAMP / TAYLORSVILLE RD, LOUISVILLE, KY, 40205",4,,,,
"I 265 RAMP / LA GRANGE RD, LOUISVILLE, KY, 40245",4,,,,
"I 64 RAMP / I 64 RAMP, LOUISVILLE, KY, 40205",4,,,,
"I 65 RAMP / E ST CATHERINE ST, LOUISVILLE, KY, 40203",4,,,,
"I 65 RAMP / GRADE LN, LOUISVILLE, KY, 40213",4,,,,
"I 65 RAMP / I 65 RAMP, LOUISVILLE, KY, 40208",4,,,,
"I 65 RAMP / KY 841, LOUISVILLE, KY, 40118",4,,,,
"I 71 RAMP / I 71 RAMP, LOUISVILLE, KY, 40206",4,,,,
"I 71 RAMP / I 71 SOUTH, LOUISVILLE, KY, 40241",4,,,,
"I264E / ALI, LOUISVILLE, KY, 40212",4,,,,
"I264E / I65S, LOUISVILLE, KY, 40213",4,,,,
"I264E / I71, LOUISVILLE, KY, 40222",4,,,,
"I264E / I71N, LOUISVILLE, KY, 40222",4,,,,
"I264E / RIVER PARK DR, LOUISVILLE, KY, 40212",4,,,,
"I264E / SHELBYVILLE RD, LOUISVILLE, KY, 40222",4,,,,
"I264E EXIT 2.4, LOUISVILLE, KY, 40211",4,,,,
"I264W / I64, LOUISVILLE, KY, 40220",4,,,,
"I264W / I64E WE, LOUISVILLE, KY, 40212",4,,,,
"I264W / I64W EE, LOUISVILLE, KY, NA",4,,,,
"I264W EXIT 11, LOUISVILLE, KY, 40209",4,,,,
"I264W EXIT 8, LOUISVILLE, KY, 40216",4,,,,
"I265N / LA GRANGE RD, LOUISVILLE, KY, 40245",4,,,,
"I265S / BILLTOWN RD, LOUISVILLE, KY, 40299",4,,,,
"I64 / I65N, LOUISVILLE, KY, 40202",4,,,,
"I64E / S HURSTBOURNE PKY WEST SIDE IN LMPD, LOUISVILLE, KY, 40220",4,,,,
"I64W / I265N, LOUISVILLE, KY, 40299",4,,,,
"I65N / FAIRGROUNDS, LOUISVILLE, KY, 40213",4,,,,
"I65N / HORSEBARNS, LOUISVILLE, KY, 40213",4,,,,
"I65N / I264E, LOUISVILLE, KY, 40213",4,,,,
"I65N / WARNOCK ST, LOUISVILLE, KY, 40217",4,,,,
"I65N EXIT 131, LOUISVILLE, KY, 40213",4,,,,
"I65S / I264W, LOUISVILLE, KY, 40209",4,,,,
"ILLINOIS AVE / POPLAR LEVEL RD, LOUISVILLE, KY, 40213",4,,,,
"INDIAN LAKE DR, LOUISVILLE, KY, 40241",4,,,,
"INDIANA AVE / RESERVOIR AVE, LOUISVILLE, KY, 40213",4,,,,
"JEFFERSON HILL RD / KEYS FERRY RD, LOUISVILLE, KY, 40118",4,,,,
"JENNY JUNE DR / NELLIE BLY DR, LOUISVILLE, KY, 40213",4,,,,
"JESSAMINE LN / JONQUIL DR, LOUISVILLE, KY, 40258",4,,,,
"JESSAMINE LN / MANGO DR, LOUISVILLE, KY, 40258",4,,,,
"JESSAMINE LN / TRILLIUM DR, LOUISVILLE, KY, 40258",4,,,,
"JOHNSONTOWN DR / JOHNSONTOWN RD, LOUISVILLE, KY, 40272",4,,,,
"JOYCE DR / OUTER LOOP, LOUISVILLE, KY, 40219",4,,,,
"JUNEAU DR / OLD SHELBYVILLE RD, LOUISVILLE, KY, 40243",4,,,,
"KAHLERT AVE / W SOUTHERN HEIGHTS AVE, LOUISVILLE, KY, 40215",4,,,,
"KENTUCKY AVE / NEW LA GRANGE RD, LOUISVILLE, KY, NA",4,,,,
"KERRY RD / W PAGES LN, LOUISVILLE, KY, 40258",4,,,,
"KLONDIKE LN / KOZY KREEK DR, LOUISVILLE, KY, 40218",4,,,,
"KRANET WAY / SEBREE LN, LOUISVILLE, KY, 40218",4,,,,
"KRUPP PARK DR / PRESTON HWY, LOUISVILLE, KY, 40213",4,,,,
"KY-841 RAMP / KY-841 RAMP, LOUISVILLE, KY, 40118",4,,,,
"KY-841 RAMP / NATIONAL TPKE, LOUISVILLE, KY, 40118",4,,,,
"KY-841 RAMP / STONESTREET RD, LOUISVILLE, KY, 40272",4,,,,
"LA GRANGE RD / MILITARY AVE, LOUISVILLE, KY, 40242",4,,,,
"LA GRANGE RD / SPRINGS STATION RD, LOUISVILLE, KY, 40245",4,,,,
"LA GRANGE RD / WITAWANGA AVE, LOUISVILLE, KY, 40222",4,,,,
"LAGOONA DR / SAMARA DR, LOUISVILLE, KY, 40219",4,,,,
"LAKE DREAMLAND RD / W OVERBROOK DR, LOUISVILLE, KY, 40216",4,,,,
"LAKE FOREST PKY / WOODSTREAM PL, LOUISVILLE, KY, 40245",4,,,,
"LAKEFRONT PL / TUCKER STATION RD, LOUISVILLE, KY, 40299",4,,,,
"LAMPTON ALY / SWAN ST, LOUISVILLE, KY, 40204",4,,,,
"LAMPTON ST / SWAN ST, LOUISVILLE, KY, 40204",4,,,,
"LANNAN PARK RD / I64, LOUISVILLE, KY, 40212",4,,,,
"LARKMOOR LN / NEWBURG RD, LOUISVILLE, KY, 40218",4,,,,
"LEES LN / ROCKFORD LN, LOUISVILLE, KY, 40216",4,,,,
"LEESBURG PL / SHENANDOAH DR, LOUISVILLE, KY, 40241",4,,,,
"LEXINGTON RD / ALTA VISTA RD, LOUISVILLE, KY, 40206",4,,,,
"LEXINGTON RD / MCCREADY AVE, LOUISVILLE, KY, 40206",4,,,,
"LEXINGTON RD / STILZ AVE, LOUISVILLE, KY, 40206",4,,,,
"LEXINGTON RD / TOP HILL RD, LOUISVILLE, KY, 40206",4,,,,
"LIBERTY ST / I65N, LOUISVILLE, KY, 40202",4,,,,
"LILLIAN AVE / LINDBERGH DR, LOUISVILLE, KY, 40208",4,,,,
"LINDA RD / ST RITA DR, LOUISVILLE, KY, 40219",4,,,,
"LOCUST RD / MAIN ST, LOUISVILLE, KY, 40243",4,,,,
"LONEY LN / NELSON AVE, LOUISVILLE, KY, 40216",4,,,,
"LOUDOUN TRCE / TAZWELL DR, LOUISVILLE, KY, 40241",4,,,,
"LOUIS COLEMAN JR DR / W BROADWAY, LOUISVILLE, KY, 40211",4,,,,
"LOWER HUNTERS TRCE / MURRAY LN, LOUISVILLE, KY, 40258",4,,,,
"LYTLE ST / N 20TH ST, LOUISVILLE, KY, 40203",4,,,,
"MANNING RD / MONARCH DR, LOUISVILLE, KY, 40213",4,,,,
"MANSFIELD LN / SHEPHERDSVILLE RD, LOUISVILLE, KY, 40228",4,,,,
"MANSLICK RD / MARCH BLVD, LOUISVILLE, KY, 40215",4,,,,
"MANSLICK RD / MELODY LN, LOUISVILLE, KY, 40214",4,,,,
"MANSLICK RD / ROSEWOOD WAY, LOUISVILLE, KY, 40214",4,,,,
"MAPLE FOREST DR / WESTPORT RD, LOUISVILLE, KY, 40245",4,,,,
"MAPLE RD / PRICE LANE RD, LOUISVILLE, KY, 40229",4,,,,
"MARENGO DR / RIDGE CREST DR, LOUISVILLE, KY, 40243",4,,,,
"MARINA DR / U S HIGHWAY 42, LOUISVILLE, KY, 40059",4,,,,
"MARSHALL WALK / MITSCHER AVE, LOUISVILLE, KY, 40214",4,,,,
"MEADOW DR / TERRIER LN, LOUISVILLE, KY, 40218",4,,,,
"MEADOW RD / WOODBOURNE AVE, LOUISVILLE, KY, 40205",4,,,,
"MEDORA RD / PENDLETON RD, LOUISVILLE, KY, 40272",4,,,,
"MERIDIAN AVE / WILLIS AVE, LOUISVILLE, KY, 40207",4,,,,
"MERRIBROOK LN / WOLFPEN SPRINGS DR, LOUISVILLE, KY, 40059",4,,,,
"MILL STREAM PL / WHIPPS MILL RD, LOUISVILLE, KY, 40222",4,,,,
"MOCKINGBIRD LN / E ORELL RD, LOUISVILLE, KY, 40272",4,,,,
"MOORFIELD CIR / SPRINGHURST BLVD, LOUISVILLE, KY, 40241",4,,,,
"MORNING GLORY LN / POINSETTIA DR, LOUISVILLE, KY, 40258",4,,,,
"MORRISON AVE / W SOUTHLAND BLVD, LOUISVILLE, KY, 40214",4,,,,
"MORTON AVE / EDWARD ST, LOUISVILLE, KY, 40204",4,,,,
"MOSSROSE AVE / ROSEWOOD AVE, LOUISVILLE, KY, 40204",4,,,,
"MOUNT HOLLY RD / FAIRDALE RD, LOUISVILLE, KY, 40118",4,,,,
"MOUNT WASHINGTON RD / WASHINGTON GREEN RD, LOUISVILLE, KY, 40229",4,,,,
"MUHAMMAD ALI / I264W, LOUISVILLE, KY, 40212",4,,,,
"MULBERRY ST / TEXAS AVE, LOUISVILLE, KY, 40217",4,,,,
"N 17TH ST / COLUMBIA ST, LOUISVILLE, KY, 40203",4,,,,
"N 17TH ST / NELLIGAN AVE, LOUISVILLE, KY, 40203",4,,,,
"N 18TH ST / COLUMBIA ST, LOUISVILLE, KY, 40203",4,,,,
"N 18TH ST / NORTHWESTERN PKY, LOUISVILLE, KY, 40203",4,,,,
"N 19TH ST / COLUMBIA ST, LOUISVILLE, KY, 40203",4,,,,
"N 21ST ST / N 22ND ST CONNECTOR, LOUISVILLE, KY, 40203",4,,,,
"N 24TH ST / CLEVELAND AVE, LOUISVILLE, KY, 40212",4,,,,
"N 24TH ST / CROP ST, LOUISVILLE, KY, 40212",4,,,,
"N 24TH ST / GARFIELD AVE, LOUISVILLE, KY, 40212",4,,,,
"N 26TH ST / CORNWALL ST, LOUISVILLE, KY, 40212",4,,,,
"N 27TH ST / SHIPPINGPORT DR, LOUISVILLE, KY, 40212",4,,,,
"N 28TH ST / GARFIELD AVE, LOUISVILLE, KY, 40212",4,,,,
"N 28TH ST / TYLER AVE, LOUISVILLE, KY, 40212",4,,,,
"N 32ND ST / DUNCAN ST, LOUISVILLE, KY, 40212",4,,,,
"N 32ND ST / ROWAN ST, LOUISVILLE, KY, 40212",4,,,,
"N 34TH ST / ALFORD AVE, LOUISVILLE, KY, 40212",4,,,,
"N 34TH ST / JEWELL AVE, LOUISVILLE, KY, 40212",4,,,,
"N 35TH ST / ALFORD AVE, LOUISVILLE, KY, 40212",4,,,,
"N 37TH ST / W MAIN ST, LOUISVILLE, KY, 40212",4,,,,
"N 38TH ST / GARFIELD AVE, LOUISVILLE, KY, 40212",4,,,,
"N 39TH ST / GARFIELD AVE, LOUISVILLE, KY, 40212",4,,,,
"N 39TH ST / NORTHWESTERN PKY, LOUISVILLE, KY, 40212",4,,,,
"N 43RD ST / PARKER AVE, LOUISVILLE, KY, 40212",4,,,,
"N 7TH ST / W RIVER RD, LOUISVILLE, KY, 40202",4,,,,
"N BECKLEY STATION RD / LAKE FOREST DR, LOUISVILLE, KY, 40245",4,,,,
"N BIRCHWOOD AVE / CLEVELAND BLVD, LOUISVILLE, KY, 40206",4,,,,
"N CHARLTON ST / POPE ST, LOUISVILLE, KY, 40206",4,,,,
"N HUBBARDS LN / WESTPORT RD, LOUISVILLE, KY, 40207",4,,,,
"N HURSTBOURNE PKY / PORTER PL, LOUISVILLE, KY, 40223",4,,,,
"N JOHNSON ST, LOUISVILLE, KY, 40206",4,,,,
"NACHAND LN / RIDGEHURST PL, LOUISVILLE, KY, 40218",4,,,,
"NEW CUT RD / 3RD STREET RD, LOUISVILLE, KY, 40214",4,,,,
"NEW LA GRANGE RD / WILD OAK CT, LOUISVILLE, KY, 40222",4,,,,
"NOAH DR / TERRY RD, LOUISVILLE, KY, 40258",4,,,,
"NORRIS PL / STEVENS AVE, LOUISVILLE, KY, 40205",4,,,,
"OBRECHT WAY / SOUTHACRES DR, LOUISVILLE, KY, 40219",4,,,,
"OLD HENRY RD / I265, LOUISVILLE, KY, 40223",4,,,,
"OLD NORTH CHURCH RD / SAM DR, LOUISVILLE, KY, 40214",4,,,,
"OLD OUTER LOOP / PINECROFT DR, LOUISVILLE, KY, 40219",4,,,,
"OLD PARK BLVD / E WOODLAWN AVE, LOUISVILLE, KY, 40209",4,,,,
"OLD PRESTON HWY / WALDEN DR, LOUISVILLE, KY, 40229",4,,,,
"OLD SHELBYVILLE RD / WOODED FALLS RD, LOUISVILLE, KY, 40243",4,,,,
"OLD STONESTREET RD / STONESTREET RD, LOUISVILLE, KY, 40272",4,,,,
"OLEANDA AVE / WIZARD AVE, LOUISVILLE, KY, 40215",4,,,,
"ORCHARD WAY / ST DENNIS AVE, LOUISVILLE, KY, 40216",4,,,,
"ORMSBY STATION RD / UPS DR, LOUISVILLE, KY, 40223",4,,,,
"OXFORD CT / OXFORD PL, LOUISVILLE, KY, 40291",4,,,,
"PAGODA DR / COOPER CHAPEL RD, LOUISVILLE, KY, 40229",4,,,,
"PARALEE DR / STANDING OAK DR, LOUISVILLE, KY, 40258",4,,,,
"PARK - ELLIOTT PARK, LOUISVILLE, KY, 40211",4,,,,
"PARK - WILLIAM HARRISON PARK, LOUISVILLE, KY, 40215",4,,,,
"PATRICK HENRY CT / PATRICK HENRY RD, LOUISVILLE, KY, 40214",4,,,,
"PAUL AVE / SCHNEITER AVE, LOUISVILLE, KY, 40215",4,,,,
"PAWTUXET CT / SOUTHERN AVE, LOUISVILLE, KY, 40211",4,,,,
"PERENNIAL DR / PRESTON HWY, LOUISVILLE, KY, NA",4,,,,
"PETERSBURG RD / PRODUCE RD, LOUISVILLE, KY, 40218",4,,,,
"PETUNIA AVE / PINEWOOD RD, LOUISVILLE, KY, 40218",4,,,,
"PHILLIPS LN / SENECA AVE, LOUISVILLE, KY, 40209",4,,,,
"PINECROFT DR / WILLIAM G PENNY LN, LOUISVILLE, KY, 40219",4,,,,
"PLANTSIDE DR / WATTERSON TRL, LOUISVILLE, KY, NA",4,,,,
"PLAUDIT WAY / REIGH COUNT DR, LOUISVILLE, KY, 40272",4,,,,
"POLARIS DR / TITAN DR, LOUISVILLE, KY, 40229",4,,,,
"POPLAR LEVEL RD / ROEDERER DR, LOUISVILLE, KY, 40219",4,,,,
"POWELL AVE / SEELBACH AVE, LOUISVILLE, KY, 40215",4,,,,
"PRESTON HWY / KRUPP PARK DR, LOUISVILLE, KY, 40213",4,,,,
"PRESTON HWY / SAINT RITA DR, LOUISVILLE, KY, NA",4,,,,
"PRESTON HWY N / I65N, LOUISVILLE, KY, 40213",4,,,,
"PRESTON HWY S / I265N, LOUISVILLE, KY, 40229",4,,,,
"PROSPECT ST / ROOSEVELT AVE, LOUISVILLE, KY, 40242",4,,,,
"QUINN DR / ROCKFORD LN, LOUISVILLE, KY, 40216",4,,,,
"RADIANCE RD / ROSEDALE BLVD, LOUISVILLE, KY, 40220",4,,,,
"RANGELAND RD / POPLAR LEVEL RD, LOUISVILLE, KY, 40219",4,,,,
"RAYDALE DR / SHEPHERDSVILLE RD, LOUISVILLE, KY, 40219",4,,,,
"RED LEAF RD / RURAL WAY, LOUISVILLE, KY, 40218",4,,,,
"REDLEAF DR / WESTPORT RD, LOUISVILLE, KY, 40242",4,,,,
"REGENT WAY / SHEPHERDSVILLE RD, LOUISVILLE, KY, 40228",4,,,,
"RENAISSANCE VALLEY WAY / VALLEY FARMS BLVD, LOUISVILLE, KY, 40272",4,,,,
"RIATA CT / RIATA DR, LOUISVILLE, KY, 40218",4,,,,
"RIDGECREST RD / ROSETTE BLVD, LOUISVILLE, KY, 40218",4,,,,
"RIPPLE LN / RURAL WAY, LOUISVILLE, KY, 40218",4,,,,
"RIVER RD / AVISH LN, LOUISVILLE, KY, 40059",4,,,,
"ROBERTS AVE / STRAWBERRY LN, LOUISVILLE, KY, 40214",4,,,,
"ROBINWOOD RD / RURAL WAY, LOUISVILLE, KY, 40218",4,,,,
"S 12TH ST / CONGRESS ST, LOUISVILLE, KY, 40203",4,,,,
"S 12TH ST / GARLAND AVE, LOUISVILLE, KY, 40210",4,,,,
"S 12TH ST / W ORMSBY AVE, LOUISVILLE, KY, 40210",4,,,,
"S 12TH ST / WILSON AVE, LOUISVILLE, KY, 40210",4,,,,
"S 13TH ST / W BURNETT AVE, LOUISVILLE, KY, 40210",4,,,,
"S 13TH ST / W ORMSBY AVE, LOUISVILLE, KY, 40210",4,,,,
"S 16TH ST / PIRTLE ST, LOUISVILLE, KY, 40203",4,,,,
"S 18TH ST / PIRTLE ST, LOUISVILLE, KY, 40203",4,,,,
"S 1ST ST / COLONIAL OAKS CT, LOUISVILLE, KY, 40214",4,,,,
"S 1ST ST / E WAMPUM AVE, LOUISVILLE, KY, 40214",4,,,,
"S 1ST ST / W JEFFERSON ST, LOUISVILLE, KY, 40202",4,,,,
"S 1ST ST / W ST CATHERINE ST, LOUISVILLE, KY, 40203",4,,,,
"S 20TH ST / ESQUIRE ALY, LOUISVILLE, KY, 40203",4,,,,
"S 20TH ST / WOODLAND AVE, LOUISVILLE, KY, 40210",4,,,,
"S 26TH ST / WILSON AVE, LOUISVILLE, KY, 40210",4,,,,
"S 26TH ST//DATE STREET, LOUISVILLE, KY, NA",4,,,,
"S 28TH ST / OLIVE ST, LOUISVILLE, KY, 40210",4,,,,
"S 30TH ST / WILSON AVE, LOUISVILLE, KY, 40211",4,,,,
"S 30TH ST / YOUNG AVE, LOUISVILLE, KY, 40211",4,,,,
"S 34TH ST / DR WILLIAM G WEATHERS DR, LOUISVILLE, KY, 40211",4,,,,
"S 34TH ST / DUMESNIL ST, LOUISVILLE, KY, 40211",4,,,,
"S 34TH ST / HERMAN ST, LOUISVILLE, KY, 40212",4,,,,
"S 34TH ST / YOUNG AVE, LOUISVILLE, KY, 40211",4,,,,
"S 37TH ST / DOERHOEFER AVE, LOUISVILLE, KY, 40211",4,,,,
"S 3RD ST / ARBOR AVE, LOUISVILLE, KY, 40214",4,,,,
"S 3RD ST / POST OFFICE ALY, LOUISVILLE, KY, 40202",4,,,,
"S 41ST ST / VIRGINIA AVE, LOUISVILLE, KY, 40211",4,,,,
"S 42ND ST / HALE AVE, LOUISVILLE, KY, 40211",4,,,,
"S 45TH ST / HALE AVE, LOUISVILLE, KY, 40211",4,,,,
"S 4TH ST / FOUNTAIN CT, LOUISVILLE, KY, 40208",4,,,,
"S 5TH ST / DRESDEN AVE, LOUISVILLE, KY, 40214",4,,,,
"S 5TH ST / W BLOOM ST, LOUISVILLE, KY, 40208",4,,,,
"S 5TH ST / W TENNY AVE, LOUISVILLE, KY, 40214",4,,,,
"S 5TH ST / ZANE ST, LOUISVILLE, KY, 40203",4,,,,
"S 7TH ST / COMMERCE RD, LOUISVILLE, KY, 40208",4,,,,
"S 7TH ST / FLORAL TER, LOUISVILLE, KY, 40208",4,,,,
"S 7TH ST / PARK AVE, LOUISVILLE, KY, 40208",4,,,,
"S 7TH ST / PEARSON CT, LOUISVILLE, KY, 40203",4,,,,
"S 7TH ST / S 11TH ST, LOUISVILLE, KY, 40208",4,,,,
"S 7TH ST / W BURNETT AVE, LOUISVILLE, KY, 40208",4,,,,
"S 7TH ST / W LEE ST, LOUISVILLE, KY, 40208",4,,,,
"S 7TH ST / W MAIN ST, LOUISVILLE, KY, 40202",4,,,,
"S BECKLEY STATION RD / SHELBYVILLE RD, LOUISVILLE, KY, 40245",4,,,,
"S CAMPBELL ST / E MADISON ST, LOUISVILLE, KY, 40204",4,,,,
"S CLAY ST / GWENDOLYN ST, LOUISVILLE, KY, 40203",4,,,,
"S CLAY ST, LOUISVILLE, KY, 40202",4,,,,
"S CRUMS LN / DOVER CT, LOUISVILLE, KY, 40216",4,,,,
"S CRUMS LN / GREENWELL LN, LOUISVILLE, KY, 40216",4,,,,
"S FLOYD ST / CENTRAL AVE, LOUISVILLE, KY, 40209",4,,,,
"S FLOYD ST / E MAIN ST, LOUISVILLE, KY, 40202",4,,,,
"S HURSTBOURNE PKY / I 64 RAMP, LOUISVILLE, KY, NA",4,,,,
"S JACKSON ST / ROSELANE ST, LOUISVILLE, KY, 40203",4,,,,
"S JACKSON ST / STRATER ALY, LOUISVILLE, KY, 40203",4,,,,
"S JANE ST / PAYNE ST, LOUISVILLE, KY, 40206",4,,,,
"S PRESTON ST / E MARKET ST, LOUISVILLE, KY, 40202",4,,,,
"S PRESTON ST, LOUISVILLE, KY, NA",4,,,,
"SCHOOL WAY / SOUTHERN PKY, LOUISVILLE, KY, 40214",4,,,,
"SCRIM AVE / WEST AVE, LOUISVILLE, KY, 40272",4,,,,
"SEAFORTH WAY / TERRY RD, LOUISVILLE, KY, 40258",4,,,,
"SEATONVILLE RD / SPRINGHILL FARM RD, LOUISVILLE, KY, 40299",4,,,,
"SHELBYVILLE RD / N WHITTINGTON PKY, LOUISVILLE, KY, 40222",4,,,,
"SHELBYVILLE RD / SHERBURN LN, LOUISVILLE, KY, 40207",4,,,,
"SHELBYVILLE RD / SYCAMORE DR, LOUISVILLE, KY, 40223",4,,,,
"SHELBYVILLE RD / WILLOW STONE WAY, LOUISVILLE, KY, 40243",4,,,,
"SHELBYVILLE RD E / I265N, LOUISVILLE, KY, 40245",4,,,,
"SHELLEY AVE / STRATHMOOR BLVD, LOUISVILLE, KY, 40205",4,,,,
"SHEPHERDSVILLE RD / OUTER LOOP, LOUISVILLE, KY, 40219",4,,,,
"SIX MILE LN / SUMMERFIELD DR, LOUISVILLE, KY, 40220",4,,,,
"SKY BLUE AVE / VASSAR AVE, LOUISVILLE, KY, 40258",4,,,,
"SOUTH PARK RD / WALTER AVE, LOUISVILLE, KY, 40219",4,,,,
"SOUTHERN FARM BLVD / WELMAN DR, LOUISVILLE, KY, 40216",4,,,,
"SOUTHERN PKY / I264W, LOUISVILLE, KY, 40214",4,,,,
"SOUTHERN PKY / W TENNY AVE, LOUISVILLE, KY, 40214",4,,,,
"SOUTHSIDE DR / STEEDLY DR, LOUISVILLE, KY, 40214",4,,,,
"SR GAMES - TOM SAWYER PARK, LOUISVILLE, KY, 40223",4,,,,
"SUMMERFIELD DR / WEATHER WAY, LOUISVILLE, KY, 40220",4,,,,
"SWAN ST / E ST CATHERINE ST, LOUISVILLE, KY, 40204",4,,,,
"TAYLOR BLVD / ARCADE AVE, LOUISVILLE, KY, 40215",4,,,,
"TAYLOR BLVD / BEECHER ST, LOUISVILLE, KY, 40215",4,,,,
"TAYLOR BLVD / LONGFIELD AVE, LOUISVILLE, KY, 40215",4,,,,
"TAYLOR BLVD, LOUISVILLE, KY, NA",4,,,,
"TAYLORSVILLE RD / TAYLORSVILLE LAKE RD, LOUISVILLE, KY, 40299",4,,,,
"TAYLORSVILLE RD / TENNYSON AVE, LOUISVILLE, KY, 40205",4,,,,
"TAYLORSVILLE RD / YORKSHIRE BLVD, LOUISVILLE, KY, 40220",4,,,,
"TAYLORSVILLE RD, LOUISVILLE, KY, 40220",4,,,,
"TOM WALLACE PARK, LOUISVILLE, KY, 40118",4,,,,
"TRAFALGAR SQ / WIMBLETON CT, LOUISVILLE, KY, 40218",4,,,,
"U S HIGHWAY 42 / I265, LOUISVILLE, KY, NA",4,,,,
"UPPER HUNTERS TRCE / WEBER LN, LOUISVILLE, KY, 40216",4,,,,
"W BROADWAY / S 38TH ST, LOUISVILLE, KY, 40211",4,,,,
"W CHESTNUT ST / S 26TH ST, LOUISVILLE, KY, 40211",4,,,,
