address_string,n,coords,google_lat,google_lon,centroid
"CHAMBERLAIN LN / WESTPORT RD, LOUISVILLE, KY, 40241",115,"38.2992583,-85.541678",38.2992583,-85.541678,FALSE
"OLEANDA AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",115,"38.2005883,-85.7825695",38.2005883,-85.7825695,FALSE
"1300 ST ANTHONY PL, LOUISVILLE, KY, 40204",114,"38.2423822,-85.7313989",38.2423822,-85.7313989,FALSE
"BARDSTOWN RD, LOUISVILLE, KY, 40218",114,"38.1931194,-85.6489748",38.1931194,-85.6489748,FALSE
"LOGAN ST / E OAK ST, LOUISVILLE, KY, 40204",114,"38.233205,-85.7399758",38.233205,-85.7399758,FALSE
"2400 MELLWOOD AVE, LOUISVILLE, KY, 40206",113,"38.26785,-85.70344",38.26785,-85.70344,FALSE
"MCNEELY LAKE PARK, LOUISVILLE, KY, 40229",113,"38.0967743,-85.6221628",38.0967743,-85.6221628,FALSE
"4000 CHURCHMAN AVE, LOUISVILLE, KY, 40215",112,"38.1860842,-85.7921994",38.1860842,-85.7921994,FALSE
"S 3RD ST / W SOUTHERN HEIGHTS AVE, LOUISVILLE, KY, 40214",112,"38.1891619,-85.764877",38.1891619,-85.764877,FALSE
"TAYLOR BLVD / WALTER AVE, LOUISVILLE, KY, 40215",112,"38.1759355,-85.7826759",38.1759355,-85.7826759,FALSE
"100 SPRING CREEK CT, LOUISVILLE, KY, 40218",111,"38.1946012,-85.6783285",38.1946012,-85.6783285,FALSE
"1800 GRAND AVE, LOUISVILLE, KY, 40210",111,"38.2399146,-85.7857541",38.2399146,-85.7857541,FALSE
"CLARA AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",111,"38.1997315,-85.7826501",38.1997315,-85.7826501,FALSE
"DIXIE HWY / STANDARD AVE, LOUISVILLE, KY, 40210",111,"38.230948,-85.7894046",38.230948,-85.7894046,FALSE
"E BROADWAY, LOUISVILLE, KY, 40202",111,"38.24513,-85.7456097",38.24513,-85.7456097,FALSE
"S 26TH ST / CEDAR ST, LOUISVILLE, KY, 40212",111,"38.2565709,-85.7941067",38.2565709,-85.7941067,FALSE
"S 26TH ST / GARLAND AVE, LOUISVILLE, KY, 40211",111,"38.2446394,-85.7954535",38.2446394,-85.7954535,FALSE
"N FLOYD ST / E WITHERSPOON ST, LOUISVILLE, KY, 40202",110,"38.2577153,-85.7475226",38.2577153,-85.7475226,FALSE
"RIVER RD / E WITHERSPOON ST, LOUISVILLE, KY, 40206",110,"38.2614979,-85.7367015",38.2614979,-85.7367015,FALSE
"S 26TH ST / ELLIOTT AVE, LOUISVILLE, KY, 40211",110,"38.2505491,-85.7947638",38.2505491,-85.7947638,FALSE
"S FLOYD ST / E OAK ST, LOUISVILLE, KY, 40203",110,"38.234224,-85.7516599",38.234224,-85.7516599,FALSE
"3600 GREEN MEADOWS DR, LOUISVILLE, KY, 40218",109,"38.2017016,-85.6575502",38.2017016,-85.6575502,FALSE
"3800 RIVER PARK DR, LOUISVILLE, KY, 40211",109,"38.2549649,-85.8147429",38.2549649,-85.8147429,FALSE
"GAGEL AVE / MANSLICK RD, LOUISVILLE, KY, 40216",109,"38.1704032,-85.7976051",38.1704032,-85.7976051,FALSE
"S 2ND ST / W MARKET ST, LOUISVILLE, KY, 40202",109,"38.2548603,-85.753594",38.2548603,-85.753594,FALSE
"S 4TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40202",109,"38.2489421,-85.7578803",38.2489421,-85.7578803,FALSE
"S 9TH ST / W BROADWAY, LOUISVILLE, KY, 40203",109,"38.2469224,-85.7666444",38.2469224,-85.7666444,FALSE
"SALE AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",109,"38.1974969,-85.7828111",38.1974969,-85.7828111,FALSE
"1100 S 15TH ST, LOUISVILLE, KY, 40210",108,"38.2392734,-85.7781573",38.2392734,-85.7781573,FALSE
"400 E BROADWAY, LOUISVILLE, KY, 40202",108,"38.2450486,-85.7474291",38.2450486,-85.7474291,FALSE
"E LIBERTY ST / S PRESTON ST, LOUISVILLE, KY, 40202",108,"38.2513186,-85.7465877",38.2513186,-85.7465877,FALSE
"S 3RD ST / W FLORENCE AVE, LOUISVILLE, KY, 40214",108,"38.1911717,-85.7649052",38.1911717,-85.7649052,FALSE
"600 BELLAMY CIR, LOUISVILLE, KY, 40208",107,"38.2248806,-85.7689461",38.2248806,-85.7689461,FALSE
"S 1ST ST, LOUISVILLE, KY, 40202",107,"38.2514201,-85.7523845",38.2514201,-85.7523845,FALSE
"S 4TH ST / W ORMSBY AVE, LOUISVILLE, KY, 40203",107,"38.2328603,-85.7607084",38.2328603,-85.7607084,FALSE
"LOUIS COLEMAN JR DR / VERMONT AVE, LOUISVILLE, KY, 40211",106,"38.2555557,-85.8073686",38.2555557,-85.8073686,FALSE
"S PRESTON ST / E ST CATHERINE ST, LOUISVILLE, KY, 40203",106,"38.2362172,-85.7491034",38.2362172,-85.7491034,FALSE
"1400 BARDSTOWN RD, LOUISVILLE, KY, 40204",105,"38.2333004,-85.7117018",38.2333004,-85.7117018,FALSE
"1700 HARROD CT, LOUISVILLE, KY, 40210",105,"38.2238,-85.7792813",38.2238,-85.7792813,FALSE
"S 19TH ST / W BROADWAY, LOUISVILLE, KY, 40203",105,"38.249054,-85.78317",38.249054,-85.78317,FALSE
"200 RESERVOIR AVE, LOUISVILLE, KY, 40206",104,"38.2588466,-85.6811555",38.2588466,-85.6811555,FALSE
"N 26TH ST / SLEVIN ST, LOUISVILLE, KY, 40212",104,"38.2658113,-85.792996",38.2658113,-85.792996,FALSE
"TAYLOR BLVD / I264, LOUISVILLE, KY, 40215",104,"38.1905525,-85.7833651",38.1905525,-85.7833651,FALSE
"9700 DIXIE HWY, LOUISVILLE, KY, 40272",103,"38.115809,-85.860951",38.115809,-85.860951,FALSE
"BARRETT LN / DIXIE HWY, LOUISVILLE, KY, 40272",102,"38.1029724,-85.8696275",38.1029724,-85.8696275,FALSE
"W JEFFERSON ST / ROY WILKINS AVE, LOUISVILLE, KY, 40203",102,"38.2547351,-85.7649781",38.2547351,-85.7649781,FALSE
"500 W BROADWAY, LOUISVILLE, KY, 40202",101,"38.245811,-85.760474",38.245811,-85.760474,FALSE
"S 2ND ST / W MAGNOLIA AVE, LOUISVILLE, KY, 40208",101,"38.2287728,-85.7580509",38.2287728,-85.7580509,FALSE
"S 3RD ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40202",101,"38.250952,-85.755838",38.250952,-85.755838,FALSE
"BERRY BLVD / GEORGETOWN PL, LOUISVILLE, KY, 40215",100,"38.1966145,-85.7933367",38.1966145,-85.7933367,FALSE
"N HURSTBOURNE PKY / SHELBYVILLE RD, LOUISVILLE, KY, 40222",100,"38.2464023,-85.5768079",38.2464023,-85.5768079,FALSE
"S 3RD ST / W WHITNEY AVE, LOUISVILLE, KY, 40214",100,"38.1939689,-85.7649761",38.1939689,-85.7649761,FALSE
"11300 PRESTON HWY, LOUISVILLE, KY, 40229",99,"38.0860757,-85.6688315",38.0860757,-85.6688315,FALSE
"BLUE LICK RD / PRESTON HWY, LOUISVILLE, KY, 40219",99,"38.1337723,-85.6841767",38.1337723,-85.6841767,FALSE
"S 11TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",99,"38.2502266,-85.7694682",38.2502266,-85.7694682,FALSE
"S 22ND ST / W KENTUCKY ST, LOUISVILLE, KY, 40210",99,"38.2421305,-85.7894462",38.2421305,-85.7894462,FALSE
"1800 W BROADWAY, LOUISVILLE, KY, 40203",98,"38.2489026,-85.7843184",38.2489026,-85.7843184,FALSE
"S 16TH ST / W BROADWAY, LOUISVILLE, KY, 40203",98,"38.2484814,-85.7782279",38.2484814,-85.7782279,FALSE
"S 5TH ST / W EVELYN AVE, LOUISVILLE, KY, 40214",98,"38.1967095,-85.7684062",38.1967095,-85.7684062,FALSE
"500 E BROADWAY, LOUISVILLE, KY, 40202",97,"38.244725,-85.745398",38.244725,-85.745398,FALSE
"BARDSTOWN RD / FEGENBUSH LN, LOUISVILLE, KY, 40218",97,"38.187204,-85.6379106",38.187204,-85.6379106,FALSE
"BARRET AVE / E BROADWAY, LOUISVILLE, KY, 40204",97,"38.2442629,-85.7339606",38.2442629,-85.7339606,FALSE
"S 13TH ST / PATTON CT, LOUISVILLE, KY, 40210",97,"38.222497,-85.7777191",38.222497,-85.7777191,FALSE
"1500 W BROADWAY, LOUISVILLE, KY, 40203",96,"38.2479159,-85.7769859",38.2479159,-85.7769859,FALSE
"800 W BROADWAY, LOUISVILLE, KY, 40202",96,"38.2465127,-85.7651343",38.2465127,-85.7651343,FALSE
"BLUE LICK RD / FREEDOM WAY, LOUISVILLE, KY, 40229",96,"38.1133954,-85.6895071",38.1133954,-85.6895071,FALSE
"CECIL AVE / GREENWOOD AVE, LOUISVILLE, KY, 40211",96,"38.2441934,-85.8211252",38.2441934,-85.8211252,FALSE
"PRESTON HWY / TRIO AVE, LOUISVILLE, KY, 40219",96,"38.1298861,-85.6820429",38.1298861,-85.6820429,FALSE
"S 24TH ST / W MARKET ST, LOUISVILLE, KY, 40212",96,"38.2591221,-85.7901934",38.2591221,-85.7901934,FALSE
"S 28TH ST / DUMESNIL ST, LOUISVILLE, KY, 40211",96,"38.2367507,-85.8003371",38.2367507,-85.8003371,FALSE
"S 2ND ST / W JEFFERSON ST, LOUISVILLE, KY, 40202",96,"38.2534823,-85.7538323",38.2534823,-85.7538323,FALSE
"S 6TH ST / W BROADWAY, LOUISVILLE, KY, 40202",96,"38.246318,-85.7617304",38.246318,-85.7617304,FALSE
"S FLOYD ST / E ORMSBY AVE, LOUISVILLE, KY, 40203",96,"38.2314497,-85.752154",38.2314497,-85.752154,FALSE
"1 BRECKINRIDGE SQ, LOUISVILLE, KY, 40220",95,"38.22497,-85.6369547",38.22497,-85.6369547,FALSE
"1600 PATTON CT, LOUISVILLE, KY, 40210",95,"38.2247987,-85.7774441",38.2247987,-85.7774441,FALSE
"N 26TH ST / DUNCAN ST, LOUISVILLE, KY, 40212",95,"38.2633995,-85.793285",38.2633995,-85.793285,FALSE
"S 26TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40212",95,"38.2579374,-85.7939508",38.2579374,-85.7939508,FALSE
"S 2ND ST / W CHESTNUT ST, LOUISVILLE, KY, 40202",95,"38.2485768,-85.7545673",38.2485768,-85.7545673,FALSE
"S 32ND ST / W KENTUCKY ST, LOUISVILLE, KY, 40211",95,"38.2441898,-85.8059679",38.2441898,-85.8059679,FALSE
"DIXIE HWY / ST LOUIS AVE, LOUISVILLE, KY, 40210",94,"38.2330976,-85.7885452",38.2330976,-85.7885452,FALSE
"LOUIS COLEMAN JR DR / RIVER PARK DR, LOUISVILLE, KY, 40211",94,"38.2544589,-85.8075673",38.2544589,-85.8075673,FALSE
"S 11TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40203",94,"38.2551678,-85.7685959",38.2551678,-85.7685959,FALSE
"1100 MINOR LN, LOUISVILLE, KY, 40219",93,"38.1449088,-85.6949067",38.1449088,-85.6949067,FALSE
"E BROADWAY / S FLOYD ST, LOUISVILLE, KY, 40202",93,"38.2454342,-85.7496881",38.2454342,-85.7496881,FALSE
"NEW CUT RD / PALATKA RD, LOUISVILLE, KY, 40214",93,"38.1507927,-85.7764091",38.1507927,-85.7764091,FALSE
"S 28TH ST / GREENWOOD AVE, LOUISVILLE, KY, 40211",93,"38.2422604,-85.7995834",38.2422604,-85.7995834,FALSE
"S 41ST ST / W BROADWAY, LOUISVILLE, KY, 40211",93,"38.2502648,-85.8192236",38.2502648,-85.8192236,FALSE
"GILMORE LN / PRESTON HWY, LOUISVILLE, KY, 40213",92,"38.1746343,-85.7127483",38.1746343,-85.7127483,FALSE
"N 29TH ST / BANK ST, LOUISVILLE, KY, 40212",92,"38.2708823,-85.7952801",38.2708823,-85.7952801,FALSE
"OAKWOOD AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",92,"38.1770689,-85.7827804",38.1770689,-85.7827804,FALSE
"S 10TH ST / W BROADWAY, LOUISVILLE, KY, 40203",92,"38.2471031,-85.7683268",38.2471031,-85.7683268,FALSE
"S 7TH ST / W OAK ST, LOUISVILLE, KY, 40203",92,"38.2354395,-85.7650861",38.2354395,-85.7650861,FALSE
"3100 S CRUMS LN, LOUISVILLE, KY, 40216",91,"38.1944314,-85.8315763",38.1944314,-85.8315763,FALSE
"4300 SUMMIT PLAZA DR, LOUISVILLE, KY, 40241",91,"38.30776,-85.579282",38.30776,-85.579282,FALSE
"5000 SHADY VILLA CT, LOUISVILLE, KY, 40219",91,"38.163112,-85.6787772",38.163112,-85.6787772,FALSE
"ARCADE AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",91,"38.2021225,-85.7815126",38.2021225,-85.7815126,FALSE
"DIXIE HWY / JOHNSONTOWN RD, LOUISVILLE, KY, 40272",90,"38.1211588,-85.8557308",38.1211588,-85.8557308,FALSE
"S 12TH ST / FISK CT, LOUISVILLE, KY, 40203",90,"38.253203,-85.770618",38.253203,-85.770618,FALSE
"S JACKSON ST / E LIBERTY ST, LOUISVILLE, KY, 40202",90,"38.2511089,-85.7445931",38.2511089,-85.7445931,FALSE
"9700 BUCKINGHAM DR, LOUISVILLE, KY, 40219",89,"38.1241844,-85.7438635",38.1241844,-85.7438635,FALSE
"N 26TH ST / W MAIN ST, LOUISVILLE, KY, 40212",89,"38.260731,-85.7935691",38.260731,-85.7935691,FALSE
"POPLAR LEVEL RD / RANGELAND RD, LOUISVILLE, KY, 40219",89,"38.1672412,-85.6818028",38.1672412,-85.6818028,FALSE
"S 13TH ST / BRASHEAR DR, LOUISVILLE, KY, 40210",89,"38.2262459,-85.7770632",38.2262459,-85.7770632,FALSE
"S 1ST ST / E OAK ST, LOUISVILLE, KY, 40203",89,"38.2345646,-85.7553564",38.2345646,-85.7553564,FALSE
"S 28TH ST / GARLAND AVE, LOUISVILLE, KY, 40211",89,"38.2449672,-85.7991006",38.2449672,-85.7991006,FALSE
"S 7TH ST / INDUSTRY RD, LOUISVILLE, KY, 40208",89,"38.2211383,-85.7757205",38.2211383,-85.7757205,FALSE
"2900 DR WILLIAM G WEATHERS DR, LOUISVILLE, KY, 40211",88,"38.2276351,-85.8049804",38.2276351,-85.8049804,FALSE
"5300 PLANK DR, LOUISVILLE, KY, 40219",88,"38.1549048,-85.6695563",38.1549048,-85.6695563,FALSE
"ACCOMACK DR / WESTPORT RD, LOUISVILLE, KY, 40241",88,"38.3001197,-85.5386054",38.3001197,-85.5386054,FALSE
"BARDSTOWN RD / HIKES LN, LOUISVILLE, KY, 40218",88,"38.1990104,-85.6599486",38.1990104,-85.6599486,FALSE
"LEXINGTON RD / PAYNE ST, LOUISVILLE, KY, 40206",88,"38.2505779,-85.7206969",38.2505779,-85.7206969,FALSE
"S 22ND ST / W CHESTNUT ST, LOUISVILLE, KY, 40211",88,"38.2522378,-85.7876815",38.2522378,-85.7876815,FALSE
"S 23RD ST / W BROADWAY, LOUISVILLE, KY, 40211",88,"38.2492757,-85.7898808",38.2492757,-85.7898808,FALSE
"S 8TH ST / W BROADWAY, LOUISVILLE, KY, 40202",88,"38.2467164,-85.7650229",38.2467164,-85.7650229,FALSE
"BLANKENBAKER PKY / SHELBYVILLE RD, LOUISVILLE, KY, 40243",87,"38.2439948,-85.54706",38.2439948,-85.54706,FALSE
"BRECKENRIDGE LN / HIKES LN, LOUISVILLE, KY, 40220",87,"38.2181109,-85.6285647",38.2181109,-85.6285647,FALSE
"CANE RUN RD / FARNSLEY RD, LOUISVILLE, KY, 40216",87,"38.2026572,-85.8330922",38.2026572,-85.8330922,FALSE
"S 22ND ST / STANDARD AVE, LOUISVILLE, KY, 40210",87,"38.2315426,-85.7917794",38.2315426,-85.7917794,FALSE
"S 7TH ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40203",87,"38.251686,-85.762456",38.251686,-85.762456,FALSE
"2100 CARDINAL WOODS DR, LOUISVILLE, KY, 40214",86,"38.1522417,-85.8013941",38.1522417,-85.8013941,FALSE
"DRESDEN AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",86,"38.1970002,-85.7829499",38.1970002,-85.7829499,FALSE
"S 10TH ST / W JEFFERSON ST, LOUISVILLE, KY, 40203",86,"38.2549846,-85.7669394",38.2549846,-85.7669394,FALSE
"BERRY BLVD / POWELL AVE, LOUISVILLE, KY, 40215",85,"38.1965407,-85.7907863",38.1965407,-85.7907863,FALSE
"S 2ND ST / CENTRAL AVE, LOUISVILLE, KY, 40208",85,"38.2046063,-85.7631929",38.2046063,-85.7631929,FALSE
"S 32ND ST / W BROADWAY, LOUISVILLE, KY, 40211",85,"38.2498039,-85.8057577",38.2498039,-85.8057577,FALSE
"S JACKSON ST / E ST CATHERINE ST, LOUISVILLE, KY, 40203",85,"38.2353292,-85.7473016",38.2353292,-85.7473016,FALSE
"11700 GATEWORTH WAY, LOUISVILLE, KY, 40299",84,"38.225315,-85.5426627",38.225315,-85.5426627,FALSE
"500 S 15TH ST, LOUISVILLE, KY, 40203",84,"38.2531433,-85.7757113",38.2531433,-85.7757113,FALSE
"CANE RUN RD / ROCKFORD LN, LOUISVILLE, KY, 40216",84,"38.1838303,-85.855215",38.1838303,-85.855215,FALSE
"DIXIE HWY / FLOWERVALE LN, LOUISVILLE, KY, 40272",84,"38.0854985,-85.8791305",38.0854985,-85.8791305,FALSE
"N 1ST ST / E MAIN ST, LOUISVILLE, KY, 40202",84,"38.2560702,-85.7515844",38.2560702,-85.7515844,FALSE
"POPLAR LEVEL RD / SHEPHERDSVILLE RD, LOUISVILLE, KY, 40228",84,"38.1600964,-85.6599961",38.1600964,-85.6599961,FALSE
"S 29TH ST / W BROADWAY, LOUISVILLE, KY, 40211",84,"38.2496104,-85.799937",38.2496104,-85.799937,FALSE
"S 2ND ST / W OAK ST, LOUISVILLE, KY, 40203",84,"38.2347169,-85.7570182",38.2347169,-85.7570182,FALSE
"S 4TH ST / M ST, LOUISVILLE, KY, 40208",84,"38.2090238,-85.7648915",38.2090238,-85.7648915,FALSE
"S 4TH ST / W MAGNOLIA AVE, LOUISVILLE, KY, 40208",84,"38.2291196,-85.761366",38.2291196,-85.761366,FALSE
"WF - ORANGE LOT, LOUISVILLE, KY, 40202",84,"38.2556928,-85.751283",38.2556928,-85.751283,FALSE
"1400 W BROADWAY, LOUISVILLE, KY, 40203",83,"38.2477584,-85.7755293",38.2477584,-85.7755293,FALSE
"800 FETTER AVE, LOUISVILLE, KY, 40217",83,"38.2158171,-85.7426089",38.2158171,-85.7426089,FALSE
"BLANTON LN / ST ANDREWS CHURCH RD, LOUISVILLE, KY, 40214",83,"38.151794,-85.8193821",38.151794,-85.8193821,FALSE
"N 21ST ST / DUNCAN ST, LOUISVILLE, KY, 40203",83,"38.2623278,-85.7836752",38.2623278,-85.7836752,FALSE
"N 22ND ST / DUNCAN ST, LOUISVILLE, KY, 40212",83,"38.2625662,-85.7858646",38.2625662,-85.7858646,FALSE
"S 11TH ST / CEDAR CT, LOUISVILLE, KY, 40203",83,"38.2538178,-85.7688367",38.2538178,-85.7688367,FALSE
"S 38TH ST / W BROADWAY, LOUISVILLE, KY, 40211",83,"38.2501322,-85.8151212",38.2501322,-85.8151212,FALSE
"300 S 10TH ST, LOUISVILLE, KY, 40203",82,"38.2547329,-85.767232",38.2547329,-85.767232,FALSE
"E JEFFERSON ST / S PRESTON ST, LOUISVILLE, KY, 40202",82,"38.252669,-85.7463403",38.252669,-85.7463403,FALSE
"FREYS HILL RD / WESTPORT RD, LOUISVILLE, KY, 40241",82,"38.2936933,-85.5592104",38.2936933,-85.5592104,FALSE
"S 5TH ST / W BROADWAY, LOUISVILLE, KY, 40202",82,"38.2461986,-85.7600514",38.2461986,-85.7600514,FALSE
"S 7TH ST / W BROADWAY, LOUISVILLE, KY, 40202",82,"38.2464372,-85.7633694",38.2464372,-85.7633694,FALSE
"STRADER AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",82,"38.1911215,-85.7833284",38.1911215,-85.7833284,FALSE
"W MARKET ST / ROY WILKINS AVE, LOUISVILLE, KY, 40202",82,"38.2479995,-85.7658885",38.2479995,-85.7658885,FALSE
"1100 BERRY BLVD, LOUISVILLE, KY, 40215",81,"38.1959348,-85.7797593",38.1959348,-85.7797593,FALSE
"2500 BROWNSBORO RD, LOUISVILLE, KY, 40206",81,"38.2583729,-85.698836",38.2583729,-85.698836,FALSE
"5200 RANGELAND RD, LOUISVILLE, KY, 40219",81,"38.1646898,-85.6651635",38.1646898,-85.6651635,FALSE
"LYNNHURST AVE / TAYLOR BLVD, LOUISVILLE, KY, 40215",81,"38.1782863,-85.782955",38.1782863,-85.782955,FALSE
"WF - BIG FOUR BRIDGE, LOUISVILLE, KY, 40206",81,"38.2652746,-85.7388666",38.2652746,-85.7388666,FALSE
"BRECKENRIDGE LN / TAYLORSVILLE RD, LOUISVILLE, KY, 40220",80,"38.2202089,-85.6305516",38.2202089,-85.6305516,FALSE
"N 22ND ST / NORTHWESTERN PKY, LOUISVILLE, KY, 40212",80,"38.2699848,-85.7819335",38.2699848,-85.7819335,FALSE
"S 22ND ST / W JEFFERSON ST, LOUISVILLE, KY, 40212",80,"38.2571351,-85.7868214",38.2571351,-85.7868214,FALSE
"S 26TH ST / MAPLE ST, LOUISVILLE, KY, 40211",80,"38.2478395,-85.7950915",38.2478395,-85.7950915,FALSE
"S 26TH ST / VIRGINIA AVE, LOUISVILLE, KY, 40210",80,"38.2377532,-85.796233",38.2377532,-85.796233,FALSE
"S 28TH ST / W MADISON ST, LOUISVILLE, KY, 40211",80,"38.2544441,-85.7974211",38.2544441,-85.7974211,FALSE
"S FLOYD ST / E MARKET ST, LOUISVILLE, KY, 40202",80,"38.2542966,-85.748139",38.2542966,-85.748139,FALSE
"14000 DIXIE HWY, LOUISVILLE, KY, 40272",79,"38.0540902,-85.8929313",38.0540902,-85.8929313,FALSE
"DEERING RD / VALLEY STATION RD, LOUISVILLE, KY, 40272",79,"38.1056795,-85.8613757",38.1056795,-85.8613757,FALSE
"PRESTON HWY / SOUTH PARK RD, LOUISVILLE, KY, 40219",79,"38.1180924,-85.6772706",38.1180924,-85.6772706,FALSE
"200 BLANKENBAKER PKY, LOUISVILLE, KY, 40243",78,"38.2408616,-85.5457576",38.2408616,-85.5457576,FALSE
"5400 HAMES TRCE, LOUISVILLE, KY, 40291",78,"38.161036,-85.6057809",38.161036,-85.6057809,FALSE
"DR W J HODGE ST / W MARKET ST, LOUISVILLE, KY, 40203",78,"38.2583379,-85.7849033",38.2583379,-85.7849033,FALSE
"E KENTUCKY ST / S SHELBY ST, LOUISVILLE, KY, 40203",78,"38.2369438,-85.7408673",38.2369438,-85.7408673,FALSE
"LYNDON LN / NEW LA GRANGE RD, LOUISVILLE, KY, 40222",78,"38.2586443,-85.6037861",38.2586443,-85.6037861,FALSE
"S 41ST ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40212",78,"38.2579251,-85.8185856",38.2579251,-85.8185856,FALSE
"3300 DUVALLE DR, LOUISVILLE, KY, 40211",77,"38.227109,-85.8106804",38.227109,-85.8106804,FALSE
"CANE RUN RD / SHANKS LN, LOUISVILLE, KY, 40216",77,"38.1953663,-85.8426028",38.1953663,-85.8426028,FALSE
"RIVER RD / ZORN AVE, LOUISVILLE, KY, 40207",77,"38.2773062,-85.6993482",38.2773062,-85.6993482,FALSE
"S 3RD ST, LOUISVILLE, KY, 40214",77,"38.1815764,-85.7662333",38.1815764,-85.7662333,FALSE
"SOUTHSIDE DR / STRAWBERRY LN, LOUISVILLE, KY, 40214",77,"38.1581117,-85.7647146",38.1581117,-85.7647146,FALSE
"W CHESTNUT ST / ROY WILKINS AVE, LOUISVILLE, KY, 40203",77,"38.249843,-85.7661686",38.249843,-85.7661686,FALSE
"4900 U S HIGHWAY 42, LOUISVILLE, KY, 40222",76,"38.4415561,-85.4643288",38.4415561,-85.4643288,FALSE
"BARDSTOWN RD / BAXTER AVE, LOUISVILLE, KY, 40204",76,"38.2400395,-85.7239195",38.2400395,-85.7239195,FALSE
"BICKNELL AVE / HAZELWOOD AVE, LOUISVILLE, KY, 40215",76,"38.18357,-85.7878055",38.18357,-85.7878055,FALSE
"DIXIE HWY / LOWER HUNTERS TRCE, LOUISVILLE, KY, 40216",76,"38.1561227,-85.8346683",38.1561227,-85.8346683,FALSE
"E INDIAN TRL / INDIAN OAKS CIR, LOUISVILLE, KY, 40213",76,"38.1708914,-85.6877497",38.1708914,-85.6877497,FALSE
"S 13TH ST / W CHESTNUT ST, LOUISVILLE, KY, 40203",76,"38.2506047,-85.7728673",38.2506047,-85.7728673,FALSE
"S 22ND ST / WILSON AVE, LOUISVILLE, KY, 40210",76,"38.2348922,-85.7904015",38.2348922,-85.7904015,FALSE
"S 26TH ST / MAGAZINE ST, LOUISVILLE, KY, 40211",76,"38.2516849,-85.794629",38.2516849,-85.794629,FALSE
"S 39TH ST / W BROADWAY, LOUISVILLE, KY, 40211",76,"38.2501849,-85.8167469",38.2501849,-85.8167469,FALSE
"4200 BROWNS LN, LOUISVILLE, KY, 40220",75,"38.2211213,-85.6219257",38.2211213,-85.6219257,FALSE
"5500 VALLEY STATION RD, LOUISVILLE, KY, 40272",75,"38.1071093,-85.8652121",38.1071093,-85.8652121,FALSE
"BROWNSBORO RD / LINDSAY AVE, LOUISVILLE, KY, 40206",75,"38.2596914,-85.7076078",38.2596914,-85.7076078,FALSE
"DIXIE HWY / I265, LOUISVILLE, KY, 40272",75,"38.065954,-85.8852485",38.065954,-85.8852485,FALSE
"S 17TH ST / W HILL ST, LOUISVILLE, KY, 40210",75,"38.2279969,-85.784762",38.2279969,-85.784762,FALSE
"S 29TH ST / W MARKET ST, LOUISVILLE, KY, 40212",75,"38.2600845,-85.7992152",38.2600845,-85.7992152,FALSE
"2900 GOOSE CREEK RD, LOUISVILLE, KY, 40241",74,"38.2860679,-85.5775977",38.2860679,-85.5775977,FALSE
"CAL, LOUISVILLE, KY, 40056",74,"38.1412503,-85.8360515",38.1412503,-85.8360515,FALSE
"DIXIE HWY / HALE AVE, LOUISVILLE, KY, 40210",74,"38.2382237,-85.7864073",38.2382237,-85.7864073,FALSE
"S 30TH ST / W BROADWAY, LOUISVILLE, KY, 40211",74,"38.2496655,-85.8016407",38.2496655,-85.8016407,FALSE
"1400 S 15TH ST, LOUISVILLE, KY, 40210",73,"38.2307663,-85.7793379",38.2307663,-85.7793379,FALSE
"8700 3RD STREET RD, LOUISVILLE, KY, 40272",73,"38.1164857,-85.8121466",38.1164857,-85.8121466,FALSE
"DR W J HODGE ST / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40203",73,"38.2542321,-85.7856325",38.2542321,-85.7856325,FALSE
"FEGENBUSH LN / NORFOLK DR, LOUISVILLE, KY, 40228",73,"38.1838925,-85.6383353",38.1838925,-85.6383353,FALSE
"S 20TH ST / W BROADWAY, LOUISVILLE, KY, 40203",73,"38.2491087,-85.7848515",38.2491087,-85.7848515,FALSE
"S 2ND ST / W LIBERTY ST, LOUISVILLE, KY, 40202",73,"38.2527035,-85.7539096",38.2527035,-85.7539096,FALSE
"S 4TH ST / W MARKET ST, LOUISVILLE, KY, 40202",73,"38.2552102,-85.7568081",38.2552102,-85.7568081,FALSE
"S 4TH ST / YORK ST, LOUISVILLE, KY, 40203",73,"38.2442187,-85.7587128",38.2442187,-85.7587128,FALSE
"W MUHAMMAD ALI BLVD / ROY WILKINS AVE, LOUISVILLE, KY, 40203",73,"38.2520148,-85.7654608",38.2520148,-85.7654608,FALSE
"3000 SPRINGFIELD DR, LOUISVILLE, KY, 40214",72,"38.1481,-85.8145458",38.1481,-85.8145458,FALSE
