BLOCK_ADDRESS,geocode_city,geocode_state,ZIP_CODE,.,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
"1200 QUEST DR",Louisville,Kentucky,40213,88,38.174629,-85.710281,1,range_interpolation,1200,"Quest Dr",Louisville,KY,"Jefferson County",40213,US
"1200 RAMMERS AVE",Louisville,Kentucky,40204,21,38.232486,-85.731681,1,range_interpolation,1200,"Rammers Ave",Louisville,KY,"Jefferson County",40204,US
"1200 REUTLINGER AVE",Louisville,Kentucky,40204,26,38.231602,-85.73404,1,range_interpolation,1200,"Reutlinger Ave",Louisville,KY,"Jefferson County",40204,US
"1200 RIVER RD",Louisville,Kentucky,40206,157,38.262639,-85.732749,1,range_interpolation,1200,"River Rd",Louisville,KY,"Jefferson County",40206,US
"1200 ROADWAY AVE",Louisville,Kentucky,40208,10,38.210416,-85.776725,1,range_interpolation,1200,"Roadway Ave",Louisville,KY,"Jefferson County",40208,US
"1200 ROGERS ST",Louisville,Kentucky,40204,5,38.24614,-85.726672,1,range_interpolation,1200,"Rogers St",Louisville,KY,"Jefferson County",40204,US
"1200 ROWAN ST",Louisville,Kentucky,40203,6,38.259542,-85.769531,1,range_interpolation,1200,"Rowan St",Louisville,KY,"Jefferson County",40203,US
"1200 ROYAL AVE",Louisville,Kentucky,40204,15,38.225036,-85.724396,1,range_interpolation,1200,"Royal Ave",Louisville,KY,"Jefferson County",40204,US
"1200 RUFER AVE",Louisville,Kentucky,40204,8,38.233432,-85.72935,1,range_interpolation,1200,"Rufer Ave",Louisville,KY,"Jefferson County",40204,US
"1200 S 10TH ST",Louisville,Kentucky,40203,1,38.235774,-85.77029,1,range_interpolation,1200,"S 10th St",Louisville,KY,"Jefferson County",40210,US
"1200 S 10TH ST",Louisville,Kentucky,40210,1,38.235774,-85.77029,1,range_interpolation,1200,"S 10th St",Louisville,KY,"Jefferson County",40210,US
"1200 S 11TH ST",Louisville,Kentucky,40210,1,38.2359,-85.771712,1,range_interpolation,1200,"S 11th St",Louisville,KY,"Jefferson County",40210,US
"1200 S 12TH ST",Louisville,Kentucky,40210,8,38.236077,-85.773611,1,range_interpolation,1200,"S 12th St",Louisville,KY,"Jefferson County",40210,US
"1200 S 13TH ST",Louisville,Kentucky,40210,7,38.236219,-85.775273,1,range_interpolation,1200,"S 13th St",Louisville,KY,"Jefferson County",40210,US
"1200 S 15TH ST",Louisville,Kentucky,40210,10,38.236493,-85.778362,1,range_interpolation,1200,"S 15th St",Louisville,KY,"Jefferson County",40210,US
"1200 S 16TH ST",Louisville,Kentucky,40210,40,38.236725,-85.780947,1,range_interpolation,1200,"S 16th St",Louisville,KY,"Jefferson County",40210,US
"1200 S 17TH ST",Louisville,Kentucky,40210,19,38.236913,-85.782837,1,range_interpolation,1200,"S 17th St",Louisville,KY,"Jefferson County",40210,US
"1200 S 1ST ST",Louisville,Kentucky,40203,191,38.234408,-85.755335,1,range_interpolation,1200,"S 1st St",Louisville,KY,"Jefferson County",40203,US
"1200 S 22ND ST",Louisville,Kentucky,40210,2,38.236859,-85.790343,1,range_interpolation,1200,"S 22nd St",Louisville,KY,"Jefferson County",40210,US
"1200 S 23RD ST",Louisville,Kentucky,40210,4,38.236521,-85.7926,1,range_interpolation,1200,"S 23rd St",Louisville,KY,"Jefferson County",40210,US
"1200 S 25TH ST",Louisville,Kentucky,40210,2,38.237692,-85.794731,1,range_interpolation,1200,"S 25th St",Louisville,KY,"Jefferson County",40210,US
"1200 S 26TH ST",Louisville,Kentucky,40210,5,38.23761,-85.796227,1,range_interpolation,1200,"S 26th St",Louisville,KY,"Jefferson County",40210,US
"1200 S 28TH ST",Louisville,Kentucky,40211,11,38.246337,-85.79887,0.8,street_center,,"S 28th St",Louisville,KY,"Jefferson County",40211,US
"1200 S 2ND ST",Louisville,Kentucky,40203,103,38.234565,-85.757001,1,range_interpolation,1200,"S 2nd St",Louisville,KY,"Jefferson County",40203,US
"1200 S 32ND ST",Louisville,Kentucky,40211,23,38.238546,-85.806945,1,range_interpolation,1200,"S 32nd St",Louisville,KY,"Jefferson County",40211,US
"1200 S 36TH ST",Louisville,Kentucky,40211,1,38.237794,-85.813819,1,range_interpolation,1200,"S 36th St",Louisville,KY,"Jefferson County",40211,US
"1200 S 3RD ST",Louisville,Kentucky,40203,112,38.234716,-85.758665,1,range_interpolation,1200,"S 3rd St",Louisville,KY,"Jefferson County",40203,US
"1200 S 41ST ST",Louisville,Kentucky,40211,27,38.239778,-85.820721,1,range_interpolation,1200,"S 41st St",Louisville,KY,"Jefferson County",40211,US
"1200 S 43RD ST",Louisville,Kentucky,40211,5,38.240177,-85.825415,1,range_interpolation,1200,"S 43rd St",Louisville,KY,"Jefferson County",40211,US
"1200 S 45TH ST",Louisville,Kentucky,40211,4,38.240371,-85.828031,1,range_interpolation,1200,"S 45th St",Louisville,KY,"Jefferson County",40211,US
"1200 S 4TH ST",Louisville,Kentucky,40203,158,38.234863,-85.760323,1,range_interpolation,1200,"S 4th St",Louisville,KY,"Jefferson County",40203,US
"1200 S 6TH ST",Louisville,Kentucky,40203,46,38.23517,-85.763645,1,range_interpolation,1200,"S 6th St",Louisville,KY,"Jefferson County",40203,US
"1200 S 7TH ST",Louisville,Kentucky,40203,37,38.235301,-85.76509,1,range_interpolation,1200,"S 7th St",Louisville,KY,"Jefferson County",40203,US
"1200 S BECKLEY STATION RD",Louisville,Kentucky,40245,2,38.2303,-85.489826,1,range_interpolation,1200,"S Beckley Station Rd",Louisville,KY,"Jefferson County",40245,US
"1200 S BROOK ST",Louisville,Kentucky,40203,201,38.234261,-85.753673,1,range_interpolation,1200,"S Brook St",Louisville,KY,"Jefferson County",40203,US
"1200 S CLAY ST",Louisville,Kentucky,40203,26,38.233631,-85.74345,1,range_interpolation,1200,"S Clay St",Louisville,KY,"Jefferson County",40203,US
"1200 S FLOYD ST",Louisville,Kentucky,40203,84,38.234073,-85.751654,1,range_interpolation,1200,"S Floyd St",Louisville,KY,"Jefferson County",40203,US
"1200 S FLOYD ST",Louisville,Kentucky,NA,1,38.234073,-85.751654,1,range_interpolation,1200,"S Floyd St",Louisville,KY,"Jefferson County",40203,US
"1200 S HURSTBOURNE PKY",Louisville,Kentucky,40222,12,38.227816,-85.577709,1,range_interpolation,1200,"S Hurstbourne Pkwy",Louisville,KY,"Jefferson County",40222,US
"1200 S JACKSON ST",Louisville,Kentucky,40203,19,38.234045,-85.747485,1,range_interpolation,1200,"S Jackson St",Louisville,KY,"Jefferson County",40203,US
"1200 S PRESTON ST",Louisville,Kentucky,40203,187,38.233901,-85.74947,1,range_interpolation,1200,"S Preston St",Louisville,KY,"Jefferson County",40203,US
"1200 S SHELBY ST",Louisville,Kentucky,40203,56,38.233238,-85.741466,1,range_interpolation,1200,"S Shelby St",Louisville,KY,"Jefferson County",40203,US
"1200 SALE AVE",Louisville,Kentucky,40215,60,38.197598,-85.781156,1,range_interpolation,1200,"Sale Ave",Louisville,KY,"Jefferson County",40215,US
"1200 SCHILLER AVE",Louisville,Kentucky,40204,30,38.232871,-85.730663,1,range_interpolation,1200,"Schiller Ave",Louisville,KY,"Jefferson County",40204,US
"1200 SEELBACH AVE",Louisville,Kentucky,40215,28,38.187713,-85.780867,1,range_interpolation,1200,"Seelbach Ave",Louisville,KY,"Jefferson County",40215,US
"1200 SHARP AVE",Louisville,Kentucky,40208,1,38.216798,-85.77757,0.8,street_center,,"Sharp Ave",Louisville,KY,"Jefferson County",40208,US
"1200 SHORT ST",Louisville,Kentucky,40213,2,38.193641,-85.729064,1,range_interpolation,1200,"Short St",Louisville,KY,"Jefferson County",40213,US
"1200 SOUTH PARK RD",Louisville,Kentucky,40118,9,38.110377,-85.734817,1,range_interpolation,1200,"S Park Rd",Fairdale,KY,"Jefferson County",40118,US
"1200 SOUTHWESTERN PKY",Louisville,Kentucky,40211,51,38.247537,-85.829616,0.8,street_center,,"Southwestern Pkwy",Louisville,KY,"Jefferson County",40211,US
"1200 SPRINGDALE DR",Louisville,Kentucky,40213,26,38.191667,-85.727148,1,range_interpolation,1200,"Springdale Dr",Louisville,KY,"Jefferson County",40213,US
"1200 STANLEY AVE",Louisville,Kentucky,40215,11,38.18897,-85.780633,1,range_interpolation,1200,"Stanley Ave",Louisville,KY,"Jefferson County",40215,US
"1200 STORY AVE",Louisville,Kentucky,40206,38,38.255332,-85.729142,1,range_interpolation,1200,"Story Ave",Louisville,KY,"Jefferson County",40206,US
"1200 SUMMIT AVE",Louisville,Kentucky,40204,11,38.226668,-85.724231,1,range_interpolation,1200,"Summit Ave",Louisville,KY,"Jefferson County",40204,US
"1200 SWAN ST",Louisville,Kentucky,40204,2,38.232764,-85.737288,1,range_interpolation,1200,"Swan St",Louisville,KY,"Jefferson County",40204,US
"1200 TALLOW LN",Louisville,Kentucky,40214,16,38.129423,-85.786251,1,range_interpolation,1200,"Tallow Ln",Louisville,KY,"Jefferson County",40214,US
"1200 TAXUS TOP LN",Louisville,Kentucky,40243,3,38.226957,-85.532828,0.8,street_center,,"Taxus Top Ln",Louisville,KY,"Jefferson County",40243,US
"1200 TAYLOR BLVD",Louisville,Kentucky,40215,1,38.190961,-85.783306,0.8,street_center,,"State Hwy 1865",Louisville,KY,"Jefferson County",40215,US
"1200 TENNESSEE AVE",Louisville,Kentucky,40208,10,38.215049,-85.777777,1,range_interpolation,1200,"Tennessee Ave",Louisville,KY,"Jefferson County",40208,US
"1200 TERUDON DR",Louisville,Kentucky,40214,5,38.15787,-85.799627,1,range_interpolation,1200,"Terudon Dr",Louisville,KY,"Jefferson County",40214,US
"1200 TEXAS AVE",Louisville,Kentucky,40204,15,38.227444,-85.731641,1,range_interpolation,1200,"Texas Ave",Louisville,KY,"Jefferson County",40204,US
"1200 TILE FACTORY LN",Louisville,Kentucky,40213,7,38.181353,-85.706411,1,range_interpolation,1200,"Tile Factory Ln",Louisville,KY,"Jefferson County",40213,US
"1200 TOP HILL RD",Louisville,Kentucky,40118,3,38.079964,-85.794849,1,range_interpolation,1200,"Top Hill Rd",Fairdale,KY,"Jefferson County",40118,US
"1200 TREVILIAN WAY",Louisville,Kentucky,40213,36,38.207714,-85.708637,1,range_interpolation,1200,"Trevilian Way",Louisville,KY,"Jefferson County",40213,US
"1200 TRUMAN PARK DR",Louisville,Kentucky,40245,5,38.257479,-85.499241,1,range_interpolation,1200,"Truman Park Dr",Louisville,KY,"Jefferson County",40245,US
"1200 TWIN WILLOWS LN",Louisville,Kentucky,40214,1,38.138372,-85.782776,1,range_interpolation,1200,"Twin Willows Ln",Louisville,KY,"Jefferson County",40214,US
"1200 UNION AVE",Louisville,Kentucky,40213,4,38.198352,-85.732143,1,range_interpolation,1200,"Union Ave",Louisville,KY,"Jefferson County",40213,US
"1200 VILLAGE WEST DR",Louisville,Kentucky,40203,1,38.250816,-85.766232,0.8,street_center,,"Village West Dr",Louisville,KY,"Jefferson County",40203,US
"1200 VIM DR",Louisville,Kentucky,40213,36,38.17192,-85.710031,1,range_interpolation,1200,"Vim Dr",Louisville,KY,"Jefferson County",40213,US
"1200 W ASHLAND AVE",Louisville,Kentucky,40215,125,38.186476,-85.781107,1,range_interpolation,1200,"W Ashland Ave",Louisville,KY,"Jefferson County",40215,US
"1200 W BROADWAY",Louisville,Kentucky,40203,131,38.247636,-85.773249,0.8,street_center,,"Us Hwy 150",Louisville,KY,"Jefferson County",40203,US
"1200 W BROADWAY",Louisville,Kentucky,40212,1,38.250192,-85.821366,0.8,street_center,,"W Broadway",Louisville,KY,"Jefferson County",40212,US
"1200 W BURNETT AVE",Louisville,Kentucky,40210,15,38.229207,-85.774878,1,range_interpolation,1200,"W Burnett Ave",Louisville,KY,"Jefferson County",40210,US
"1200 W CHESTNUT ST",Louisville,Kentucky,40203,13,38.250102,-85.770331,1,range_interpolation,1200,"W Chestnut St",Louisville,KY,"Jefferson County",40203,US
"1200 W HILL ST",Louisville,Kentucky,40210,69,38.227569,-85.775166,1,range_interpolation,1200,"W Hill St",Louisville,KY,"Jefferson County",40210,US
"1200 W JEFFERSON ST",Louisville,Kentucky,40203,52,38.255442,-85.770247,1,range_interpolation,1200,"W Jefferson St",Louisville,KY,"Jefferson County",40203,US
"1200 W MAIN ST",Louisville,Kentucky,40203,1,38.258224,-85.769763,1,range_interpolation,1200,"W Main St",Louisville,KY,"Jefferson County",40203,US
"1200 W MARKET ST",Louisville,Kentucky,40203,9,38.256835,-85.770006,1,range_interpolation,1200,"W Market St",Louisville,KY,"Jefferson County",40203,US
"1200 W MUHAMMAD ALI BLVD",Louisville,Kentucky,40203,74,38.252523,-85.771635,1,range_interpolation,1200,"W Muhammad Ali Blvd",Louisville,KY,"Jefferson County",40203,US
"1200 W OAK ST",Louisville,Kentucky,40210,15,38.236376,-85.773611,1,range_interpolation,1200,"W Oak St",Louisville,KY,"Jefferson County",40210,US
"1200 W WOODLAWN AVE",Louisville,Kentucky,40215,23,38.182094,-85.779502,1,range_interpolation,1200,"W Woodlawn Ave",Louisville,KY,"Jefferson County",40215,US
"1200 WALTER AVE",Louisville,Kentucky,40215,16,38.175939,-85.780655,1,range_interpolation,1200,"Walter Ave",Louisville,KY,"Jefferson County",40215,US
"1200 WANNSEE DR",Louisville,Kentucky,40219,5,38.159112,-85.698321,1,range_interpolation,1200,"Wannsee Dr",Louisville,KY,"Jefferson County",40219,US
"1200 WEDGEMERE CT",Louisville,Kentucky,40118,3,38.121588,-85.743526,1,range_interpolation,1200,"Wedgemere Ct",Fairdale,KY,"Jefferson County",40118,US
"1200 WEDGEMERE CT",Louisville,Kentucky,40219,4,38.121588,-85.743526,1,range_interpolation,1200,"Wedgemere Ct",Fairdale,KY,"Jefferson County",40118,US
"1200 WELLER AVE",Louisville,Kentucky,40208,75,38.209961,-85.775291,1,range_interpolation,1200,"Weller Ave",Louisville,KY,"Jefferson County",40208,US
"1200 WELLINGTON PL",Louisville,Kentucky,40207,1,38.270996,-85.645769,1,range_interpolation,1200,"Wellington Pl",Louisville,KY,"Jefferson County",40207,US
"1200 WESTLYNNE WAY",Louisville,Kentucky,40222,1,38.268006,-85.613813,1,range_interpolation,1200,"Westlynne Way",Louisville,KY,"Jefferson County",40222,US
"1200 WESTLYNNE WAY",Louisville,Kentucky,NA,2,38.268006,-85.613813,1,range_interpolation,1200,"Westlynne Way",Louisville,KY,"Jefferson County",40222,US
"1200 WEYLER AVE",Louisville,Kentucky,40215,1,38.194525,-85.788354,0.8,street_center,,"Wheeler Ave",Louisville,KY,"Jefferson County",40215,US
"1200 WILLIAMS RIDGE RD",Louisville,Kentucky,40243,6,38.229436,-85.5375,1,range_interpolation,1200,"Williams Ridge Rd",Louisville,KY,"Jefferson County",40243,US
"1200 WILLOW AVE",Louisville,Kentucky,40204,27,38.239479,-85.714847,1,range_interpolation,1200,"Willow Ave",Louisville,KY,"Jefferson County",40204,US
"1200 WINDING CREEK PL",Louisville,Kentucky,40245,2,38.258331,-85.49349,1,range_interpolation,1200,"Winding Creek Pl",Louisville,KY,"Jefferson County",40245,US
"1200 WINTER SPRINGS CT",Louisville,Kentucky,40243,5,38.226494,-85.531244,0.8,street_center,,"Winter Springs Ct",Louisville,KY,"Jefferson County",40243,US
"1200 WINTERBRANCH WAY",Louisville,Kentucky,40245,5,38.256018,-85.477032,1,range_interpolation,1200,"Winterbranch Way",Louisville,KY,"Jefferson County",40245,US
"1200 WITAWANGA AVE",Louisville,Kentucky,40222,10,38.264574,-85.598292,1,range_interpolation,1200,"Witawanga Ave",Louisville,KY,"Jefferson County",40222,US
"1200 WOLFE AVE",Louisville,Kentucky,40213,27,38.19626,-85.730775,1,range_interpolation,1200,"Wolfe Ave",Louisville,KY,"Jefferson County",40213,US
"1200 WOODLAWN AVE",Louisville,Kentucky,40215,1,38.182094,-85.779502,1,range_interpolation,1200,"W Woodlawn Ave",Louisville,KY,"Jefferson County",40215,US
"12000 ALMA LYNN DR",Louisville,Kentucky,40118,1,38.091998,-85.728066,1,range_interpolation,12000,"Alma Lynn Dr",Fairdale,KY,"Jefferson County",40118,US
"12000 ANCIENT SPRING DR",Louisville,Kentucky,40245,18,38.314919,-85.530409,1,range_interpolation,12000,"Ancient Spring Dr",Louisville,KY,"Jefferson County",40245,US
"12000 BAY RUN DR",Louisville,Kentucky,40245,4,38.306811,-85.528422,1,range_interpolation,12000,"Bay Run Dr",Louisville,KY,"Jefferson County",40245,US
"12000 BRINLEY AVE",Louisville,Kentucky,40243,4,38.251252,-85.530921,1,range_interpolation,12000,"Brinley Ave",Louisville,KY,"Jefferson County",40243,US
"12000 BROOKMOOR DR",Louisville,Kentucky,40243,1,38.236677,-85.535015,1,range_interpolation,12000,"Brookmoor Dr",Louisville,KY,"Jefferson County",40243,US
"12000 CATHERINE LN",Louisville,Kentucky,40203,1,38.259024,-85.605981,0.8,street_center,,"Catherine Ln",Louisville,KY,"Jefferson County",40222,US
"12000 DIXIE HWY",Louisville,Kentucky,40272,21,38.077086,-85.88427,1,range_interpolation,12000,"Dixie Hwy",Louisville,KY,"Jefferson County",40272,US
"12000 DONOHUE AVE",Louisville,Kentucky,40243,3,38.245944,-85.533515,1,range_interpolation,12000,"Donohue Ave",Louisville,KY,"Jefferson County",40243,US
"12000 E ORELL RD",Louisville,Kentucky,40272,4,38.082186,-85.881616,1,range_interpolation,12000,"E Orell Rd",Louisville,KY,"Jefferson County",40272,US
"12000 EDENWOOD DR",Louisville,Kentucky,40243,3,38.227876,-85.534627,1,range_interpolation,12000,"Edenwood Dr",Louisville,KY,"Jefferson County",40243,US
"12000 FALLEN OAK CT",Louisville,Kentucky,40245,3,38.30991,-85.532157,1,range_interpolation,12000,"Fallen Oak Ct",Louisville,KY,"Jefferson County",40245,US
"12000 HALIFAX DR",Louisville,Kentucky,40245,3,38.313552,-85.529857,1,range_interpolation,12000,"Halifax Dr",Louisville,KY,"Jefferson County",40245,US
"12000 HILDA CT",Louisville,Kentucky,40272,4,38.079236,-85.872277,1,range_interpolation,12000,"Hilda Ct",Louisville,KY,"Jefferson County",40272,US
"12000 HILLROSE CIR",Louisville,Kentucky,40243,2,38.233659,-85.536131,1,range_interpolation,12000,"Hillrose Cir",Louisville,KY,"Jefferson County",40243,US
"12000 HUDSON VIEW CT",Louisville,Kentucky,40299,4,38.174039,-85.545268,1,range_interpolation,12000,"Hudson View Ct",Louisville,KY,"Jefferson County",40299,US
"12000 LAVENIA LN",Louisville,Kentucky,40272,13,38.079794,-85.870217,1,range_interpolation,12000,"Lavenia Ln",Louisville,KY,"Jefferson County",40272,US
"12000 LONG VIEW FARM DR",Louisville,Kentucky,40299,1,38.154809,-85.558042,1,range_interpolation,12000,"Longview Farm Dr",Louisville,KY,"Jefferson County",40299,US
"12000 LONGVIEW FARM DR",Louisville,Kentucky,40299,1,38.154809,-85.558042,1,range_interpolation,12000,"Longview Farm Dr",Louisville,KY,"Jefferson County",40299,US
"12000 LOWER RIVER RD",Louisville,Kentucky,40272,3,38.082875,-85.900067,1,range_interpolation,12000,"Lower River Rd",Louisville,KY,"Jefferson County",40272,US
"12000 LURAY CT",Louisville,Kentucky,40245,5,38.312341,-85.527358,1,range_interpolation,12000,"Luray Ct",Louisville,KY,"Jefferson County",40245,US
"12000 MITCHELL HILL RD",Louisville,Kentucky,40118,1,38.079885,-85.770441,1,range_interpolation,12000,"Mitchell Hill Rd",Fairdale,KY,"Jefferson County",40118,US
"12000 OLD HENRY RD",Louisville,Kentucky,40223,2,38.251666,-85.532863,1,range_interpolation,12000,"Old Henry Rd",Louisville,KY,"Jefferson County",40223,US
"12000 OLD HENRY RD",Louisville,Kentucky,40243,2,38.251666,-85.532863,1,range_interpolation,12000,"Old Henry Rd",Louisville,KY,"Jefferson County",40223,US
"12000 OLD LA GRANGE RD",Louisville,Kentucky,40223,2,38.277666,-85.51803,0.9,range_interpolation,12000,"State Hwy 146",Louisville,KY,"Jefferson County",40223,US
"12000 OLD SHELBYVILLE RD",Louisville,Kentucky,40243,1,38.244509,-85.533833,1,range_interpolation,12000,"Old Shelbyville Rd",Louisville,KY,"Jefferson County",40243,US
"12000 PARKLAND CT",Louisville,Kentucky,40243,2,38.236489,-85.534837,1,range_interpolation,12000,"Parkland Ct",Louisville,KY,"Jefferson County",40243,US
"12000 PLEASANT LAWN CT",Louisville,Kentucky,40299,1,38.18038,-85.518192,0.8,street_center,,"Pleasant Glen Dr",Louisville,KY,"Jefferson County",40299,US
"12000 REHL RD",Louisville,Kentucky,40299,2,38.200153,-85.534867,1,range_interpolation,12000,"Rehl Rd",Louisville,KY,"Jefferson County",40299,US
"12000 ROCK SPRING CT",Louisville,Kentucky,40245,12,38.316363,-85.530243,1,range_interpolation,12000,"Rock Spring Ct",Louisville,KY,"Jefferson County",40245,US
"12000 ROCK SPRING DR",Louisville,Kentucky,40245,4,38.315566,-85.531033,1,range_interpolation,12000,"Rock Spring Dr",Louisville,KY,"Jefferson County",40245,US
"12000 RUNNING CREEK RD",Louisville,Kentucky,40243,4,38.234537,-85.535861,1,range_interpolation,12000,"Running Creek Rd",Louisville,KY,"Jefferson County",40243,US
"12000 RUSTBURG CT",Louisville,Kentucky,40245,3,38.313004,-85.528523,1,range_interpolation,12000,"Rustburg Ct",Louisville,KY,"Jefferson County",40245,US
"12000 SEATONVILLE RD",Louisville,Kentucky,40299,1,38.136277,-85.535001,1,range_interpolation,12000,"Seatonville Rd",Louisville,KY,"Jefferson County",40299,US
"12000 SHELBYVILLE RD",Louisville,Kentucky,40243,29,38.248492,-85.534645,1,range_interpolation,12000,"Shelbyville Rd",Louisville,KY,"Jefferson County",40243,US
