id,o_address,o_city,o_state,o_zip,status,quality,m_address,m_city,m_state,m_zip,long,lat,not_sure,L_R
1761,6800 ASKEW AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,6800 Askew Ave,KANSAS CITY,MO,64132,-94.54503,39.00287,91456854,R
1760,6700 PASEO,KANSAS CITY,MO,64131,Match,Non_Exact,6700 The Paseo,KANSAS CITY,MO,64132,-94.563805,39.00553,91456466,R
1763,6800 SOUTH BENTON AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,6800 S Benton Ave,KANSAS CITY,MO,64132,-94.55314,39.003242,91456800,R
1762,6800 E 97 STREET,KANSAS CITY,MO,64138,Match,Non_Exact,6800 E 97 St,KANSAS CITY,MO,64134,-94.51013,38.949318,91465788,L
1769,7100 E 111 TERRACE,KANSAS CITY,MO,64138,Match,Non_Exact,7100 E 111 Ter,KANSAS CITY,MO,64134,-94.50836,38.92113,91466110,L
1768,7000 PROSPECT AVENUE,KANSAS CITY,MO,64130,Match,Non_Exact,7000 Prospect Ave,KANSAS CITY,MO,64132,-94.55683,38.99982,91456701,R
1566,E BANNISTER ROAD and HOLMES ROAD,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
1567,E BANNISTER ROAD and I 435 HIGHWAY,KANSAS CITY,MO,64134,No_Match,,,,,,,,,
1568,E BANNISTER ROAD and TROOST AVENUE,KANSAS CITY,MO,64131,No_Match,,,,,,,,,
1770,7100 E TRUMAN ROAD,KANSAS CITY,MO,64127,No_Match,,,,,,,,,
1569,E FRONT STREET and I 435 HIGHWAY,KANSAS CITY,MO,64123,No_Match,,,,,,,,,
