nibrs_offense_code,nibrs_crime_against,nibrs_offense_cactegory,nibrs_offense_type,ofns_desc,pd_desc
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS PENAL LAW,"PERJURY 2,1,ETC"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS PENAL LAW,PROMOTING SUICIDE ATTEMPT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS PENAL LAW,"PUBLIC ADMINISTRATION,UNCLASSI"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS PENAL LAW,RECKLESS ENDANGERMENT 1
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS PENAL LAW,"SOLICITATION 3,2,1, CRIMINAL"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS PENAL LAW,"SOLICITATION 5,CRIMINAL"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS PENAL LAW,SUPP. ACT TERR 2ND
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS PENAL LAW,TAMPERING WITH A WITNESS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS PENAL LAW,TERRORISM PROVIDE SUPPORT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS PENAL LAW,USE OF A CHILD IN A SEXUAL PER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,MISCELLANEOUS PENAL LAW,"USURY,CRIMINAL"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,NEW YORK CITY HEALTH CODE,"HEALTH CODE,UNCLASSIFIED MISDE"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,NEW YORK CITY HEALTH CODE,"HEALTH CODE,VIOLATION"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,NEW YORK CITY HEALTH CODE,SMOKING TRANSPORTATION FACILIT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,NYS LAWS-UNCLASSIFIED FELONY,BREED/TRAIN/HOST ANIMAL FIGHTING
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,NYS LAWS-UNCLASSIFIED FELONY,CAUSE SPI/KILL ANIMAL
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,NYS LAWS-UNCLASSIFIED FELONY,"NY STATE LAWS,UNCLASSIFIED FEL"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,NYS LAWS-UNCLASSIFIED VIOLATION,CONFINING ANIMAL IN VEHICLE/SHELTER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,NYS LAWS-UNCLASSIFIED VIOLATION,INAPPROPIATE SHELTER DOG LEFT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFF. AGNST PUB ORD SENSBLTY &,DISSEMINATING A FALSE SEX OFFEND
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFF. AGNST PUB ORD SENSBLTY &,FALSE REPORT UNCLASSIFIED
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFF. AGNST PUB ORD SENSBLTY &,"PRIVACY,OFFENSES AGAINST,UNCLA"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFF. AGNST PUB ORD SENSBLTY &,"RADIO DEVICES,UNLAWFUL POSSESS"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES AGAINST MARRIAGE UNCL,"MARRIAGE,OFFENSES AGAINST,UNCL"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES AGAINST PUBLIC ADMINI,ABSCONDING FROM WORK RELEASE 2
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES AGAINST PUBLIC ADMINI,BAIL JUMPING 3
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES AGAINST PUBLIC ADMINI,"CONTEMPT,CRIMINAL"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES AGAINST PUBLIC ADMINI,"PERJURY 3,ETC."
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES AGAINST PUBLIC ADMINI,"PUBLIC ADMINISTATION,UNCLASS M"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES AGAINST PUBLIC SAFETY,"PUBLIC SAFETY,UNCLASSIFIED MIS"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES AGAINST PUBLIC SAFETY,"WOUNDS,REPORTING OF"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES AGAINST THE PERSON,"ABORTION 2, 1, SELF"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES INVOLVING FRAUD,POSSESSION ANTI-SECURITY ITEM
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES INVOLVING FRAUD,"RECORDS,FALSIFY-TAMPER"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES RELATED TO CHILDREN,"CHILD,ALCOHOL SALE TO"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES RELATED TO CHILDREN,"CHILD,LICENSED PREMISES"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES RELATED TO CHILDREN,"CHILD,OFFENSES AGAINST,UNCLASS"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES RELATED TO CHILDREN,EDUCATION LAW
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENSES RELATED TO CHILDREN,"LABOR LAW,EMPLOYING CHILDREN"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS,"A.B.C.,FALSE PROOF OF AGE"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS,"EDUCATION LAW, TRUANCY"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS,"EDUCATION LAW,STREET TRADE"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS,"EDUCATION LAW,UNCLASSIFIED"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS,"NY STATE LAWS,UNCLASSIFIED VIO"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS,"PUBLIC HEALTH LAW,GLUE,INHALAT"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS (NON PENAL LA,"AGRICULTURE & MARKETS LAW,UNCL"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS (NON PENAL LA,DOG STEALING
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS (NON PENAL LA,"GENERAL BUSINESS LAW,TICKET SP"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS (NON PENAL LA,NAVIGATION LAW
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS (NON PENAL LA,"NY STATE LAWS,UNCLASSIFIED MIS"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS (NON PENAL LA,"PUBLIC HEALTH LAW,GLUE,UNLAWFU"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS (NON PENAL LA,"PUBLIC HEALTH LAW,UNCLASSIFIED"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS (NON PENAL LA,TAX LAW
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER STATE LAWS (NON PENAL LAW),GENERAL BUSINESS LAW / UNCLASSIFIED
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,SEX CRIMES,"ABORTIONAL ARTICLES,ISSUING"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,SEX CRIMES,"CHILD, ENDANGERING WELFARE"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,SEX CRIMES,FAC. SEXUAL OFFENSE W/CONTROLL
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,SEX CRIMES,"OBSCENITY, PERFORMANCE 3"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,SEX CRIMES,SEX CRIMES
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,SEX CRIMES,"SEXUAL MISCONDUCT,DEVIATE"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,UNDER THE INFLUENCE OF DRUGS,UNDER THE INFLUENCE OF DRUGS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,OTHER TRAFFIC INFRACTION,"TRAFFIC,UNCLASSIFIED INFRACTIO"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,VEHICLE AND TRAFFIC LAWS,RECKLESS DRIVING
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,VEHICLE AND TRAFFIC LAWS,"TRAFFIC,UNCLASSIFIED MISDEMEAN"
13A,Crimes against person,Assault Offenses,13A Aggravated Assault,FELONY ASSAULT,ASSAULT OTHER PUBLIC SERVICE EMPLOYEE
13A,Crimes against person,Assault Offenses,13A Aggravated Assault,FELONY ASSAULT,ASSAULT POLICE/PEACE OFFICER
13A,Crimes against person,Assault Offenses,13A Aggravated Assault,FELONY ASSAULT,ASSAULT SCHOOL SAFETY AGENT
13A,Crimes against person,Assault Offenses,13A Aggravated Assault,FELONY ASSAULT,ASSAULT TRAFFIC AGENT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,,"NOISE,UNECESSARY"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,ADMINISTRATIVE CODE,UNLAWFUL DISCLOSURE OF AN INTIMATE IMAGE
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,DANGEROUS WEAPONS,WEAPONS DISPOSITION OF
